entry_time,exit_time,entry_price,exit_price,position_size,predicted_exp_r,edge,volatility,net_pnl,pnl_per_unit,stop_hit,take_profit_hit,hold_time_mins,atr,stop_dist,tp_dist,bar_high,bar_low,bar_close,signal,entry_bar,exit_bar,bars_held,future_price,real_horizon_ret,entry_time_idx,side,gate_on_entry,directional_hit,profitable
2025-07-23 03:55:00,2025-07-23T10:15:00,118668.86148,117950.0,-0.08425125,-0.0006857851826726,-1.0921117693709013,-0.0004842101185599,20.694108560315648,245.62375703999223,False,False,380.0,78.19012762318881,156.38025524637763,469.1407657391329,118692.6,118637.9,118649.8,-1,221,297,76,118850.1,-0.0015272626512098477,2025-07-23 03:50:00,short,True,False,True
2025-07-24 04:55:00,2025-07-24T11:15:00,117912.9,118737.04266000002,-0.08497507,-0.000677075037443,-0.8947295927809829,-0.0011629443412973,-110.25027110954495,-1297.4425453199976,False,False,380.0,105.19380493638988,210.38760987277976,631.1628296183393,118092.6,117912.9,118004.8,-1,521,597,76,117912.5,3.3923345112721276e-06,2025-07-24 04:50:00,short,True,True,False
2025-07-25 04:20:00,2025-07-25T07:55:00,115273.15002,114758.4,0.07518118,0.0006859016797571,0.4828039801342152,-0.0002437583547959,-73.28760064408935,-974.8131200400068,True,False,215.0,194.70854705307428,389.41709410614857,1168.2512823184456,115344.0,115200.0,115200.1,1,802,845,43,115372.6,0.0008627332555998531,2025-07-25 04:15:00,long,True,False,False
2025-08-01 14:00:00,2025-08-01T14:25:00,114319.89999999998,115650.01736697453,0.08062893,0.0006486095368716,0.4821883636149879,0.0003798141885979,70.16148333460114,870.1775322406131,False,True,25.0,221.68606116242603,443.37212232485206,1330.116366974556,114319.9,114000.0,114242.4,1,2743,2748,5,115637.3,0.011523802942445047,2025-08-01 13:55:00,long,True,True,True
2025-08-01 23:30:00,2025-08-02T05:50:00,113497.3,113933.39999999998,0.0858595,0.0006058737960825,0.4471963017508365,0.0009022086915416,-1.6108444233007546,-18.761400000008788,False,False,380.0,195.5019203767958,391.0038407535916,1173.0115222607749,113497.3,113295.7,113328.3,1,2857,2933,76,113462.6,-0.00030573414521752577,2025-08-01 23:25:00,long,True,False,False
2025-08-11 08:00:00,2025-08-11T14:20:00,121442.10672,120012.6,-0.08155107,-0.0010166942715427,-1.4880821620371725,-0.0012810171835546,77.19602320908523,946.5973065599902,False,False,380.0,120.2889723058018,240.5779446116036,721.7338338348108,121556.1,121327.8,121327.8,-1,3665,3741,76,121624.9,-0.0015051886445073856,2025-08-11 07:55:00,short,True,False,True
2025-08-11 16:55:00,2025-08-11T17:15:00,120058.7,119708.49597104924,0.0485272,0.0006195659219828,0.2209784241992312,0.0003133333333333,-40.26488229835247,-829.7384208928697,True,False,20.0,163.1282702294354,326.2565404588708,978.7696213766123,120058.7,119953.1,119953.1,1,3772,3776,4,119538.4,-0.004333713425182873,2025-08-11 16:50:00,long,True,False,False
2025-08-11 18:20:00,2025-08-12T00:40:00,119625.0,118722.10000000002,-0.08310644,-0.000895196023236,-0.756793498733046,0.0012545245318547,35.42044674535273,426.2058000000087,False,False,380.0,127.17983176276029,254.35966352552052,763.0789905765616,119631.0,119625.0,119625.0,-1,3789,3865,76,119652.5,-0.00022988505747126436,2025-08-11 18:15:00,short,True,False,True
2025-08-13 15:10:00,2025-08-13T15:20:00,120904.27602,120333.0,0.06448335,0.0015088459029246,0.653118059241693,-0.0021240343609817,-67.94936694955584,-1053.7505720400047,True,False,10.0,285.58661391622195,571.1732278324439,1713.5196834973317,121126.1,120880.1,121025.0,1,4327,4329,2,121199.9,0.002445107730938211,2025-08-13 15:05:00,long,True,False,False
2025-08-13 15:25:00,2025-08-13T19:20:00,120651.1254,122376.24270635702,0.07136975,0.0017044481661434,0.7262992607232125,-0.0020938103128637,88.43158586555634,1239.0625701443028,False,True,235.0,287.5193843928355,575.038768785671,1725.116306357013,120669.0,120587.5,120587.6,1,4330,4377,47,121653.5,0.008308041857684948,2025-08-13 15:20:00,long,True,True,True
2025-08-14 02:35:00,2025-08-14T08:55:00,123425.89999999998,121692.3336,-0.08100845,-0.0006958685619177,-0.6043096881717865,0.0002106970913266,100.72023069473065,1243.3299327999814,False,False,380.0,124.56493591165432,249.12987182330863,747.389615469926,123544.7,123425.9,123494.8,-1,4464,4540,76,123638.5,-0.0017224909844693894,2025-08-14 02:30:00,short,True,False,True
2025-08-14 09:00:00,2025-08-14T15:20:00,121644.06632,118472.4,-0.08300644,-0.0011719649281425,-1.0728851931537706,-0.0142393128184603,223.40630398189492,2691.4333873600044,False,False,380.0,104.91340237177624,209.8268047435525,629.4804142306575,121668.4,121589.0,121589.0,-1,4541,4617,76,121699.1,-0.00045241565548486946,2025-08-14 08:55:00,short,True,False,True
2025-08-14 15:25:00,2025-08-14T21:45:00,118355.92408,117596.5146,-0.07872208,-0.0006936580611723,-0.2516152240167023,-0.0270300258736039,22.632960329395598,287.50460264001657,False,False,380.0,301.72376575533724,603.4475315106745,1810.3425945320237,118379.6,118155.0,118214.9,-1,4618,4694,76,117810.7,0.004606647991962516,2025-08-14 15:20:00,short,True,False,True
2025-08-15 14:05:00,2025-08-15T20:25:00,118076.38,117174.63023999998,-0.0875998,-0.0006695571403293,-0.7120912329490915,0.0020355107104009,37.77721573240463,431.24773952000606,False,False,380.0,151.12314187061924,302.24628374123847,906.7388512237154,118200.0,118031.1,118150.0,-1,4890,4966,76,117424.3,0.005522527028691104,2025-08-15 14:00:00,short,True,False,True
