q,coverage,mean_ret_10bar,n
0.7,0.4035087719298245,-0.0006054072763913,105
0.74,0.3964912280701754,-0.0006245913692106,103
0.78,0.3824561403508772,-0.0005874821818541,99
0.82,0.375438596491228,-0.0006094084839924,97
0.86,0.3719298245614035,-0.0006662696477564,96
0.9,0.3649122807017544,-0.00069179879467,95
0.94,0.3614035087719298,-0.0006541904347592,94
0.98,0.3543859649122807,-0.0007308828981446,93
