entry_time,exit_time,entry_price,exit_price,position_size,predicted_exp_r,edge,volatility,net_pnl,pnl_per_unit,stop_hit,take_profit_hit,hold_time_mins,atr,stop_dist,tp_dist,bar_high,bar_low,bar_close,signal,entry_bar,exit_bar,bars_held,future_price,real_horizon_ret,entry_time_idx,side,gate_on_entry,directional_hit,profitable
2025-08-12 06:55:00,2025-08-12T07:05:00,118866.11202200002,119097.46,-0.03609736,-0.0007734186804453,-77341.86804453435,-0.0008078260629127,-25.53076469946587,-707.2751220439907,True,False,10.0,112.26717048739768,224.53434097479536,673.6030229243861,118896.66,118839.96,118839.97,-1,32,34,2,119018.31,-0.0012804152117957119,2025-08-12 06:50:00,short,False,True,False
2025-08-12 07:10:00,2025-08-12T09:55:00,119080.0,118415.70975752008,-0.03838035,-0.0007734186804453,-77341.86804453435,0.0016463973513644,7.265355079980317,189.2988229648848,False,True,165.0,110.71487374665244,221.4297474933049,664.2892424799147,119127.49,119080.0,119099.96,-1,35,68,33,118926.19,0.0012916526704736116,2025-08-12 07:05:00,short,False,False,True
2025-08-12 10:00:00,2025-08-12T10:30:00,118384.698324,118622.83757889652,-0.02088975,-0.0003899340962882,-38993.409628828005,-0.0056870841595245,-14.876725846230014,-712.1543267023309,True,False,30.0,107.20921567273368,214.41843134546733,643.2552940364021,118471.29,118318.74,118318.75,-1,69,75,6,118537.36,-0.0012895389198204715,2025-08-12 09:55:00,short,False,True,False
2025-08-12 10:35:00,2025-08-12T12:30:00,118586.42797,118849.1447624648,-0.0226435,-0.0003932208336066,-39322.08336066472,0.0017040179081918,-16.70157247251204,-737.5879379297388,True,False,115.0,119.4753582637485,238.950716527497,716.852149582491,118610.16,118451.85,118459.01,-1,76,99,23,118500.3,0.0007262885936811422,2025-08-12 10:30:00,short,False,True,False
2025-08-12 12:35:00,2025-08-12T13:00:00,118916.31198,119290.70096144054,-0.08365688,-0.0019980591518693,-199805.91518693895,0.0027817180907367,-71.17552508729344,-850.8030073234077,True,False,25.0,175.26730596107038,350.53461192214075,1051.6038357664222,118995.73,118713.3,118995.73,-1,100,105,5,119212.59,-0.002491483422811057,2025-08-12 12:30:00,short,False,True,False
2025-08-12 13:05:00,2025-08-12T13:30:00,118911.193004,119323.93081199352,-0.08306202,-0.0026323991935243,-263239.9193524379,-4.287872995548657e-05,-73.85941730052657,-889.2080556255022,True,False,25.0,194.43839691697545,388.8767938339509,1166.6303815018528,119052.74,118806.69,118994.41,-1,106,111,5,118847.35,0.000536896505595123,2025-08-12 13:00:00,short,False,True,False
2025-08-12 13:35:00,2025-08-12T15:30:00,119492.0968,119939.36228852309,-0.08204025,-0.0027868493435993,-278684.93435993616,0.004885021640814,-75.97980601777945,-926.1284067001192,True,False,115.0,211.64070634026265,423.2814126805253,1269.844238041576,119712.6,119356.37,119356.37,-1,112,135,23,119193.78,0.002496540005480936,2025-08-12 13:30:00,short,False,True,False
2025-08-12 15:35:00,2025-08-12T21:55:00,119926.01,119906.52000000002,-0.08100661,-0.0027691813594421,-276918.1359442163,0.0036313969369286,-37.27722161714736,-460.17506000000935,False,False,380.0,210.93201062895923,421.86402125791847,1265.5920637737554,119950.01,119668.82,119778.85,-1,136,212,76,119718.98,0.001726314416697419,2025-08-12 15:30:00,short,False,True,False
2025-08-12 22:00:00,2025-08-12T23:15:00,119879.379328,120178.41,-0.01137467,-0.0003899340962882,-38993.409628828005,-0.000388828678616,-8.86253148294921,-779.1462506559935,True,False,75.0,143.37018653402237,286.74037306804473,860.2211192041342,120004.01,119784.3,119810.45,-1,213,228,15,119956.23,-0.0006410666490834143,2025-08-12 21:55:00,short,False,True,False
2025-08-12 23:20:00,2025-08-13T01:10:00,120156.99,119480.64212051098,-0.01134589,-0.0003899340962882,-38993.409628828005,0.0022592361048097,2.235964214616004,197.07261524798884,False,True,110.0,112.72447991483408,225.44895982966815,676.3468794890046,120192.1,120156.99,120186.96,-1,229,251,22,120064.72,0.0007679120457328706,2025-08-12 23:15:00,short,False,False,True
2025-08-13 01:15:00,2025-08-13T02:40:00,119355.99,119656.25480752248,-0.02306879,-0.0007833568518609,-78335.68518609615,-0.0068088629635716,-17.95419235491297,-778.2892971375165,True,False,85.0,138.16867092704877,276.3373418540976,829.0120255622926,119615.27,119355.99,119568.08,-1,252,269,17,119257.88,0.0008219947737855517,2025-08-13 01:10:00,short,False,True,False
2025-08-13 02:45:00,2025-08-13T08:10:00,119586.787858,119857.83253334706,-0.02293417,-0.0007780156727988,-77801.56727988289,0.0021340359931633,-17.199111921285535,-749.9339161297546,True,False,325.0,123.53845109750924,247.0769021950185,741.2307065850555,119690.0,119576.96,119690.0,-1,270,335,65,119593.12,-5.295018047911965e-05,2025-08-13 02:40:00,short,False,True,False
2025-08-13 08:15:00,2025-08-13T08:55:00,119762.79265,120016.20972308732,-0.05659217,-0.0019164690499132,-191646.90499132685,0.0014718581638716,-41.48065021051694,-732.975077833505,True,False,40.0,114.70881541557932,229.41763083115865,688.2528924934759,119810.79,119700.26,119707.94,-1,336,344,8,120019.23,-0.0021412105072517516,2025-08-13 08:10:00,short,False,True,False
