entry_time,exit_time,entry_price,exit_price,position_size,predicted_exp_r,edge,volatility,net_pnl,pnl_per_unit,stop_hit,take_profit_hit,hold_time_mins,atr,stop_dist,tp_dist,bar_high,bar_low,bar_close,signal,entry_bar,exit_bar,bars_held,future_price,real_horizon_ret,entry_time_idx,side,gate_on_entry,directional_hit,profitable
2025-08-11 10:20:00,2025-08-11T16:40:00,121263.872374,120287.89999999998,-0.08244831,-0.0002200214158812,-22002.141588128517,-1.591226980290277e-05,40.63620202350752,492.8688292520189,False,False,380.0,147.5968563164529,295.1937126329058,885.5811378987173,121369.09,121239.93,121368.0,-1,32,108,76,120955.0,0.0025471096044779084,2025-08-11 10:15:00,short,False,False,True
2025-08-11 16:45:00,2025-08-11T19:50:00,119930.019198,118630.25471849728,-0.04283236,-0.0001119973765599,-11199.737655995776,-0.010999593364956,35.235781033092884,822.6439316697208,False,True,185.0,216.62724658378588,433.25449316757175,1299.7634795027152,120171.49,119920.0,120053.3,-1,109,146,37,119753.11,0.0014751035577499861,2025-08-11 16:40:00,short,False,False,True
2025-08-11 19:55:00,2025-08-11T21:15:00,118750.115226,119159.20584305625,-0.02005884,-5.161557112043023e-05,-5161.557112043022,-0.0098381046067658,-17.750253244697994,-884.9092591943498,True,False,80.0,192.63127065138485,385.2625413027697,1155.7876239083091,119136.0,118708.44,119089.3,-1,147,163,16,119028.17,-0.0023415116142904134,2025-08-11 19:50:00,short,False,True,False
2025-08-11 21:20:00,2025-08-11T21:50:00,118974.760288,118069.45856375022,-0.02118979,-5.458072578818761e-05,-5458.072578818761,0.0018917458956464,9.137318987125967,431.2132865463022,False,True,30.0,150.88345404163258,301.76690808326515,905.3007242497954,119057.61,118945.43,119051.92,-1,164,170,6,118576.67,0.0033460062204484116,2025-08-11 21:15:00,short,False,False,True
2025-08-11 21:55:00,2025-08-11T22:50:00,118424.3104,118858.87568274784,-0.02020358,-5.161557112043023e-05,-5161.557112043022,-0.004626778288176,-18.36771412057384,-909.1316549133292,True,False,55.0,205.39863050781625,410.7972610156325,1232.3917830468972,118728.0,118405.77,118712.61,-1,171,182,11,118780.0,-0.003003518439740882,2025-08-11 21:50:00,short,False,True,False
2025-08-11 23:00:00,2025-08-12T05:20:00,118886.97000000002,118676.439964,0.00868594,2.219504508640525e-05,2219.5045086405253,0.0001288785113085,-5.955574311179475,-685.6568559280257,False,False,380.0,175.23860277551307,350.47720555102615,1051.4316166530784,118886.97,118748.0,118871.29,1,184,260,76,118774.77,-0.0009437535501158086,2025-08-11 22:55:00,long,False,False,False
2025-08-12 05:25:00,2025-08-12T05:35:00,118747.78999999998,118506.81,0.00115989,2.9539724349925013e-06,295.3972434992501,-0.0012584222861784,-0.8298887681879783,-715.4891999999813,True,False,10.0,118.6433537006692,237.2867074013384,711.8601222040153,118747.79,118615.98,118620.79,1,261,263,2,118849.98,0.0008605633839586984,2025-08-12 05:20:00,long,False,False,False
2025-08-12 05:45:00,2025-08-12T05:55:00,118499.99000000002,118783.741998,-0.01940603,-4.906372798745218e-05,-4906.3727987452185,-0.0003245360197863,-14.715970229077808,-758.3194619959779,True,False,10.0,118.50653933373574,237.0130786674715,711.0392360024144,118662.9,118499.99,118662.89,-1,265,267,2,118914.96,-0.0035018568355996193,2025-08-12 05:40:00,short,False,True,False
2025-08-12 06:00:00,2025-08-12T07:05:00,118819.99,119062.7098860452,-0.02257595,-5.458072578818761e-05,-5458.072578818761,0.0027004221688119,-16.220487888346632,-718.4852858172804,True,False,65.0,109.45555281203212,218.91110562406425,656.7333168721927,118884.55,118819.99,118848.25,-1,268,281,13,118889.89,-0.0005882848500491726,2025-08-12 05:55:00,short,False,True,False
2025-08-12 07:10:00,2025-08-12T09:55:00,119080.0,118428.0230270446,-0.00122013,-2.8128121509022703e-06,-281.281215090227,0.0022356507520325,0.2159153357401084,176.96092690132073,False,True,165.0,108.66266215923528,217.32532431847056,651.9759729554116,119127.49,119080.0,119099.96,-1,282,315,33,118926.19,0.0012916526704736116,2025-08-12 07:05:00,short,False,False,True
