q,coverage,mean_ret_10bar,n
0.7,0.3923076923076923,-0.0015820926727047,144
0.74,0.3692307692307692,-0.0013954195310552,136
0.78,0.3538461538461538,-0.0012412214910213,131
0.82,0.3179487179487179,-0.0014880979072186,120
0.86,0.2692307692307692,-0.0014831253572749,101
0.9,0.2461538461538461,-0.0014134140654698,92
0.94,0.2333333333333333,-0.0016048890880677,89
0.98,0.0666666666666666,-0.0048035052053492,26
