entry_time,exit_time,entry_price,exit_price,position_size,predicted_exp_r,edge,volatility,net_pnl,pnl_per_unit,stop_hit,take_profit_hit,hold_time_mins,atr,stop_dist,tp_dist,bar_high,bar_low,bar_close,signal,entry_bar,exit_bar,bars_held,future_price,real_horizon_ret,decile
2025-08-11 03:05:00,2025-08-11T03:35:00,121837.26258,121543.36683165112,0.05669391,0.0010624695212754,0.6310296940737802,-4.925299622393696e-05,-44.25849810548891,-780.6570071721798,True,False,30.0,179.7208081835522,269.5812122753283,539.1624245506566,121862.4,121594.1,121862.4,1,244,250,6,121984.0,0.0012043722658628773,4
2025-08-11 03:40:00,2025-08-11T05:05:00,121660.72728,122181.67342876364,0.07163998,0.0013337547586161,0.7998128785534638,-0.0013963912194001,2.382842258649866,33.26134734613083,False,True,85.0,173.64838292121843,260.47257438182766,520.9451487636553,121688.0,121559.0,121559.0,1,251,268,17,121996.4,0.0027590885530993326,4
2025-08-11 07:45:00,2025-08-11T10:15:00,121739.54722,121308.85692,-0.08178224,-0.0026409244965179,-3.4231638428149,0.000833453200452,-4.531268357717977,-55.40650828001259,False,False,150.0,107.70925808145432,161.56388712218148,323.12777424436297,121792.9,121644.2,121644.2,-1,300,330,30,121284.5,0.0037378750816089417,1
2025-08-11 10:20:00,2025-08-11T12:50:00,121160.3,119619.01902,-0.08215233,-0.0041598845053158,-5.406185928099341,-0.004957955518836,87.05865954506922,1059.7223419599811,False,False,150.0,102.19427651401112,153.2914147710167,306.5828295420334,121305.0,121160.3,121305.0,-1,331,361,30,119600.0,0.012877980658681126,0
2025-08-11 12:55:00,2025-08-11T13:35:00,119589.17738,119847.12295535792,-0.08271061,-0.001116575801825,-0.9729719279231324,-0.012769044620263,-60.94268079841618,-736.8181760286399,True,False,40.0,155.9866291287829,233.9799436931744,467.9598873863487,119613.1,119525.0,119556.5,-1,362,370,8,120112.6,-0.004376839371817176,3
2025-08-11 13:55:00,2025-08-11T14:05:00,119839.7,120147.03498839762,-0.04431124,-0.0010853206726096,-0.4189709214688517,-0.0024287562071451,-34.88661405305868,-787.3084583744142,True,False,10.0,188.8729242135704,283.3093863203556,566.6187726407112,119953.0,119839.7,119939.7,-1,374,376,2,120551.9,-0.005942938775714534,4
2025-08-11 14:10:00,2025-08-11T14:35:00,120103.77444,120409.58474697584,-0.05678601,-0.0014116149264737,-0.5400450896022079,0.0023003370824016,-44.68133518988166,-786.8370253497588,True,False,25.0,187.82147029781748,281.7322054467262,563.4644108934524,120127.8,119977.6,120004.5,-1,377,382,5,120255.4,-0.0012624545790253052,2
2025-08-11 14:40:00,2025-08-11T16:05:00,120349.9252,120685.45976550576,-0.04636608,-0.0011820970510598,-0.4438516234397471,0.0020586425945057,-37.90915439128822,-817.6053354367723,True,False,85.0,207.60086667050209,311.4013000057531,622.8026000115062,120374.0,120082.9,120161.8,-1,383,400,17,120095.8,0.002111552621056344,3
2025-08-11 16:10:00,2025-08-11T16:40:00,120679.95918,120166.92093646788,-0.0476888,-0.0012326729869528,-0.4595213790244244,0.0027339563862928,1.494780795157567,31.344483299172275,False,True,30.0,171.01241451070285,256.51862176605425,513.0372435321085,120750.0,120593.1,120749.9,-1,401,407,6,119859.0,0.006802779728948241,2
2025-08-11 17:05:00,2025-08-11T17:45:00,120037.5,119577.41566833507,-0.04692622,-0.001317376406223,-0.4496061115889412,0.0006994400311454,-0.8984259296061872,-19.14549967174401,False,True,40.0,153.36111055497196,230.04166583245797,460.0833316649159,120100.0,120037.5,120095.8,-1,412,420,8,119390.0,0.005394147662188899,2
2025-08-11 17:50:00,2025-08-11T18:35:00,119532.5887,119760.75399776448,-0.04164927,-0.0011672865548462,-0.3974256849381664,-0.0041537192698918,-29.435704169666856,-706.7519831600134,True,False,45.0,136.14462429146195,204.2169364371929,408.4338728743859,119572.0,119532.0,119532.1,-1,421,430,9,118615.5,0.0076722901258474375,3
2025-08-11 18:55:00,2025-08-11T19:35:00,119740.0,119344.04759305628,-0.07597725,-0.0015999405317415,-0.522468418145981,0.0014868346561256,-6.246521899513404,-82.21568824238051,False,True,40.0,131.98380231457588,197.97570347186385,395.9514069437277,119767.4,119740.0,119762.6,-1,434,442,8,119041.8,0.005830967095373284,2
2025-08-12 16:00:00,2025-08-12T16:25:00,119943.4839,119671.11665510468,0.07929292,0.0010415859680506,0.7207993338790735,0.0004855616329554,-59.59627686540151,-751.5964460055387,True,False,25.0,165.6181558413895,248.42723376208423,496.8544675241685,120154.2,119862.6,120026.1,1,687,692,5,119798.5,-0.0012087684573251463,4
2025-08-12 22:15:00,2025-08-13T00:45:00,119713.65248,119909.4771,-0.08157469,-0.0016388674157497,-1.7014225029914307,-1.503265845050798e-05,-55.068697695505605,-675.070879160014,False,False,150.0,103.08517734121934,154.627766011829,309.255532023658,119737.6,119671.7,119671.8,-1,762,792,30,119885.4,-0.0014346527437936365,1
2025-08-13 00:50:00,2025-08-13T03:20:00,119858.42352,119436.1,-0.08101674,-0.0017036145552992,-1.809701496651433,0.0012101471969933,-4.558449575163394,-56.26552704000918,False,False,150.0,72.641175009698,108.961762514547,217.923525029094,119882.4,119769.9,119769.9,-1,793,823,30,119436.1,0.0035235197293373415,1
2025-08-13 13:10:00,2025-08-13T15:40:00,120427.1,121061.7075,-0.08061244,-0.0012105126559617,-2.1850805612473443,0.0014910875708329,-90.09126302783044,-1117.5851149999985,False,False,150.0,74.32529426450499,111.48794139675748,222.97588279351496,120502.7,120427.1,120502.7,-1,941,971,30,121037.6,-0.0050694569577777755,3
2025-08-13 16:45:00,2025-08-13T19:15:00,121420.0,121928.2,0.04164654,0.0012918098676891,0.8184213746400312,-0.0013080057354817,0.8955505375438797,21.50359999999711,False,False,150.0,200.9941849554484,301.4912774331726,602.9825548663453,121420.0,121264.8,121363.3,1,984,1014,30,121928.3,0.004186295503212015,4
2025-08-14 02:10:00,2025-08-14T04:40:00,123580.279,123250.0,-0.07781827,-0.0027097502115793,-2.390122768390167,0.0011201400863552,-12.714070193463922,-163.38155799999052,False,False,150.0,139.99308522312418,209.98962783468627,419.97925566937255,123605.0,123500.0,123500.1,-1,1097,1127,30,123250.0,0.0026725866187759214,1
2025-08-14 04:45:00,2025-08-14T07:15:00,123225.25002,121714.4,-0.07793925,-0.0038293738158245,-3.359208954473184,-0.0028720521014522,79.57369218564227,1020.970719959998,False,False,150.0,86.90303276650152,130.3545491497523,260.7090982995046,123250.0,123131.7,123131.7,-1,1128,1158,30,121700.1,0.012376927778620553,0
2025-08-14 07:20:00,2025-08-14T09:50:00,121675.75998,121700.10000000002,-0.07958569,-0.0032595815842796,-2.60979166887228,-0.0125752535496956,-40.67558877801859,-511.0917399600178,False,False,150.0,111.335926403234,167.003889604851,334.007779209702,121724.4,121662.0,121662.1,-1,1159,1189,30,121700.1,-0.00020004000800162726,0
2025-08-14 09:55:00,2025-08-14T12:25:00,121699.0,121034.202,-0.07925211,-0.003963588784245,-1.5439979915221116,-8.216920117567693e-06,14.212407372668338,179.33159600000982,False,False,150.0,82.57727584752344,123.86591377128516,247.73182754257036,121700.3,121699.0,121700.2,-1,1190,1220,30,121010.0,0.005661509133189262,0
2025-08-14 12:30:00,2025-08-14T15:00:00,121163.2625,118911.37752000002,-0.07970396,-0.0055654555559158,-2.1678900408631647,-0.0042038108745258,141.2143513601829,1771.735699959988,False,False,150.0,317.36692115809234,476.05038173713854,952.1007634742772,121187.5,118587.1,118809.3,-1,1221,1251,30,118887.6,0.018781786269579787,0
