quantile_window,entry_quantile,min_trade_size,threshold_mult,max_hold_bars,stop_loss_mult,take_profit_mult,n_trades,total_pnl,sharpe
100,0.9,0.01,0.25,100,1.5,6.0,8,471.7426324085563,0.03399000853544686
100,0.9,0.01,0.25,100,1.5,8.0,17,-107.47434534338264,-0.008071461270189019
100,0.9,0.01,0.25,100,1.5,10.0,18,-361.69263544973086,-0.039184598004730065
100,0.9,0.01,0.25,100,2.0,4.0,8,367.2640288184974,0.027455148048834786
100,0.9,0.01,0.25,100,2.0,6.0,8,471.6979012251734,0.03398672238115902
100,0.9,0.01,0.25,100,2.0,8.0,14,48.58077091346601,0.0044182009720413334
100,0.9,0.01,0.25,100,2.0,10.0,15,-146.07948063643227,-0.01505035074982504
100,0.9,0.01,0.3,50,1.5,4.0,9,360.0352766539826,0.02774256062483459
100,0.9,0.01,0.3,50,1.5,6.0,9,463.9108637476947,0.03440185293271147
100,0.9,0.01,0.3,50,1.5,8.0,17,-175.52163889749087,-0.016396975083388325
100,0.9,0.01,0.3,50,1.5,10.0,16,-367.3441353616117,-0.045981706253408736
100,0.9,0.01,0.3,50,2.0,4.0,9,360.0352766539826,0.02774256062483459
100,0.9,0.01,0.3,50,2.0,6.0,9,463.9108637476947,0.03440185293271147
100,0.9,0.01,0.3,50,2.0,8.0,15,-319.6535867058023,-0.03486783756871573
100,0.9,0.01,0.3,50,2.0,10.0,13,61.748719212431425,0.005376199322359257
100,0.9,0.01,0.3,75,1.5,4.0,7,538.6622471541821,0.041838329714061165
100,0.9,0.01,0.3,75,1.5,6.0,7,644.3288747406029,0.04817914840012946
100,0.9,0.01,0.3,75,1.5,8.0,15,-117.10062316365092,-0.009008891863316899
100,0.9,0.01,0.3,75,1.5,10.0,15,-362.54355327817007,-0.04540049435747203
100,0.9,0.01,0.3,75,2.0,4.0,7,538.6622471541821,0.041838329714061165
100,0.9,0.01,0.3,75,2.0,6.0,7,644.3288747406029,0.04817914840012946
100,0.9,0.01,0.3,75,2.0,8.0,10,41.21422167744122,0.0036355912637287616
100,0.9,0.01,0.3,75,2.0,10.0,14,-250.7574175906218,-0.027320239926988107
100,0.9,0.01,0.3,100,1.5,4.0,6,430.97288185476765,0.03329256623625843
100,0.9,0.01,0.3,100,1.5,6.0,6,535.559721448059,0.03983034079626337
100,0.9,0.01,0.3,100,1.5,8.0,15,-435.8601092846379,-0.05381155588507726
100,0.9,0.01,0.3,100,1.5,10.0,13,-330.5721857323993,-0.04077862163996734
100,0.9,0.01,0.3,100,2.0,4.0,6,430.97288185476765,0.03329256623625843
100,0.9,0.01,0.3,100,2.0,6.0,6,535.559721448059,0.03983034079626337
100,0.9,0.01,0.3,100,2.0,8.0,11,32.773774918271556,0.003196311565413909
100,0.9,0.01,0.3,100,2.0,10.0,14,-239.8954530013922,-0.0256441010647158
100,0.9,0.01,0.35,50,1.5,4.0,8,374.9283142514642,0.029923040794864474
100,0.9,0.01,0.35,50,1.5,6.0,8,408.52624582128874,0.03227865096358412
100,0.9,0.01,0.35,50,1.5,8.0,16,-41.40144331992171,-0.003622676550398543
100,0.9,0.01,0.35,50,1.5,10.0,16,-256.89009727444466,-0.03189483080840198
100,0.9,0.01,0.35,50,2.0,4.0,8,374.9283142514642,0.029923040794864474
100,0.9,0.01,0.35,50,2.0,6.0,8,408.52624582128874,0.03227865096358412
100,0.9,0.01,0.35,50,2.0,8.0,14,-282.8010240058509,-0.036954956374563835
100,0.9,0.01,0.35,50,2.0,10.0,15,126.72795366891157,0.011625275970587705
100,0.9,0.01,0.35,75,1.5,4.0,6,474.5942753105915,0.03742009330762878
100,0.9,0.01,0.35,75,1.5,6.0,6,508.5149880570264,0.0397114015472024
100,0.9,0.01,0.35,75,1.5,8.0,14,85.68709284028273,0.007294576919410745
100,0.9,0.01,0.35,75,1.5,10.0,15,-219.35110470171662,-0.027142800339863313
100,0.9,0.01,0.35,75,2.0,4.0,6,474.5942753105915,0.03742009330762878
100,0.9,0.01,0.35,75,2.0,6.0,6,508.5149880570264,0.0397114015472024
100,0.9,0.01,0.35,75,2.0,8.0,9,278.01932384974015,0.02334655694005856
100,0.9,0.01,0.35,75,2.0,10.0,13,-29.07284670853822,-0.0031277874042320744
100,0.9,0.01,0.35,100,1.5,4.0,5,398.76985314122544,0.031029705005349226
100,0.9,0.01,0.35,100,1.5,6.0,5,432.4450281765464,0.03332764221647732
100,0.9,0.01,0.35,100,1.5,8.0,14,-241.88354469750536,-0.030028412163097474
100,0.9,0.01,0.35,100,1.5,10.0,13,-136.12266917697258,-0.016408356651086555
100,0.9,0.01,0.35,100,2.0,4.0,5,398.76985314122544,0.031029705005349226
100,0.9,0.01,0.35,100,2.0,6.0,5,432.4450281765464,0.03332764221647732
100,0.9,0.01,0.35,100,2.0,8.0,11,-78.09643487219958,-0.009568669444791872
100,0.9,0.01,0.35,100,2.0,10.0,13,26.04866872427076,0.003280955828947625
100,0.9,0.01,0.4,50,1.5,4.0,7,379.58705525345977,0.030466414639177587
100,0.9,0.01,0.4,50,1.5,6.0,7,413.20007346765135,0.03283100941399005
100,0.9,0.01,0.4,50,1.5,8.0,16,-46.730783702127304,-0.004211326217398619
100,0.9,0.01,0.4,50,1.5,10.0,18,-369.86576423277575,-0.047875617496784185
100,0.9,0.01,0.4,50,2.0,4.0,7,379.58705525345977,0.030466414639177587
100,0.9,0.01,0.4,50,2.0,6.0,7,413.20007346765135,0.03283100941399005
100,0.9,0.01,0.4,50,2.0,8.0,11,-1.144299878598325,0.0002379358414828175
100,0.9,0.01,0.4,50,2.0,10.0,13,203.39304678944012,0.018484513377035786
100,0.9,0.01,0.4,75,1.5,4.0,6,474.5942753105915,0.03742009330762878
100,0.9,0.01,0.4,75,1.5,6.0,6,508.5149880570264,0.0397114015472024
100,0.9,0.01,0.4,75,1.5,8.0,13,82.12648999599264,0.007010114712540257
100,0.9,0.01,0.4,75,1.5,10.0,15,-147.72432070044752,-0.018251229005819512
100,0.9,0.01,0.4,75,2.0,4.0,6,474.5942753105915,0.03742009330762878
100,0.9,0.01,0.4,75,2.0,6.0,6,508.5149880570264,0.0397114015472024
100,0.9,0.01,0.4,75,2.0,8.0,8,263.22780670296953,0.021999039232767813
100,0.9,0.01,0.4,75,2.0,10.0,10,263.42048474854175,0.021434459680561894
100,0.9,0.01,0.4,100,1.5,4.0,5,398.76985314122544,0.031029705005349226
100,0.9,0.01,0.4,100,1.5,6.0,5,432.4450281765464,0.03332764221647732
100,0.9,0.01,0.4,100,1.5,8.0,13,46.659134651442336,0.0047502383451622
100,0.9,0.01,0.4,100,1.5,10.0,15,-110.43232435026088,-0.013496172512528827
100,0.9,0.01,0.4,100,2.0,4.0,5,398.76985314122544,0.031029705005349226
100,0.9,0.01,0.4,100,2.0,6.0,5,432.4450281765464,0.03332764221647732
100,0.9,0.01,0.4,100,2.0,8.0,8,260.40684793000753,0.024895633391836786
100,0.9,0.01,0.4,100,2.0,10.0,10,292.45861767022507,0.027378749104826353
