entry_time,exit_time,entry_price,exit_price,position_size,predicted_exp_r,edge,volatility,net_pnl,pnl_per_unit,stop_hit,take_profit_hit,hold_time_mins,atr,stop_dist,tp_dist,bar_high,bar_low,bar_close,signal,entry_bar,exit_bar,bars_held,ev_bps,sigma_bps,future_price,real_horizon_ret,entry_time_idx,side,gate_on_entry,directional_hit,profitable
2025-08-03 22:25:00,2025-08-03T23:15:00,114118.739184,114490.41761516716,0.06029933,12.741317487520384,0.4924649352661402,-0.0007712989560709,21.03346247614572,348.81751548724867,False,True,50.0,92.91935779179006,185.83871558358013,371.67743116716025,114120.11,114066.56,114113.99,1,846,856,10,8.741317487520384,7.861532535043912,114497.36,0.0033177795225157866,2025-08-03 22:20:00,long,False,True,True
2025-08-04 01:55:00,2025-08-04T02:05:00,114708.08,114445.3986978973,0.05112359,11.906303103525149,0.4186931190109383,0.0001429048608491,-14.60072603856657,-285.59664997247984,True,False,10.0,119.89332181570929,239.7866436314185,479.5732872628371,114708.08,114644.88,114671.96,1,888,890,2,7.906303103525149,7.608033684803184,114696.0,-0.0001053108028658639,2025-08-04 01:50:00,long,False,False,False
2025-08-04 04:55:00,2025-08-04T05:35:00,114371.21967,114201.30579052244,0.06881457,11.906303103525149,0.5602454162040411,-0.0004572526067594,-13.265462558619417,-192.77113202363128,True,False,40.0,73.5340246767251,147.0680493534502,294.1360987069004,114383.55,114345.74,114383.55,1,924,932,8,7.906303103525149,6.360739672387647,114260.54,-0.0009677230890722411,2025-08-04 04:50:00,long,False,False,False
2025-08-04 06:00:00,2025-08-04T06:10:00,114414.138252,114265.57000000002,0.08424738,11.906303103525149,0.684365734449915,0.0004504994982059,-14.443052610117844,-171.43622282518274,True,False,10.0,73.19823310157471,146.39646620314943,292.79293240629886,114442.27,114390.55,114403.41,1,937,939,2,7.906303103525149,4.809571471908357,114418.12,3.4801188566583945e-05,2025-08-04 05:55:00,long,False,False,False
2025-08-04 07:15:00,2025-08-04T08:30:00,114543.0,114360.99,0.06910387,11.906303103525149,0.5605765498769704,0.0004970228419119,-14.159410535443769,-204.9003989999948,True,False,75.0,80.29902149896309,160.59804299792617,321.19608599585234,114543.0,114511.9,114511.9,1,952,967,15,7.906303103525149,5.498898377795978,114699.41,0.0013655133879853286,2025-08-04 07:10:00,long,False,False,False
2025-08-04 08:55:00,2025-08-04T09:55:00,114557.36,114349.30769819274,0.06373968,11.906303103525149,0.5156507420212154,-0.0001193368676368,-14.720230915352854,-230.9429685770756,True,False,60.0,92.58843269016177,185.17686538032356,370.3537307606471,114557.36,114456.07,114546.25,1,972,984,12,7.906303103525149,6.061508312103749,114451.81,-0.0009213724897291881,2025-08-04 08:50:00,long,False,False,False
2025-08-04 10:20:00,2025-08-04T12:55:00,114379.761378,114366.75,0.05651947,11.906303103525149,0.4553078126401205,-0.000798526566015,-2.0282593472727646,-35.8860291377956,False,False,155.0,94.3954666264494,188.7909332528988,377.5818665057976,114475.82,114356.89,114474.29,1,989,1020,31,7.906303103525149,6.661547099666895,114317.24,-0.0005466122436938029,2025-08-04 10:15:00,long,False,False,False
2025-08-04 19:25:00,2025-08-04T20:00:00,114962.988,114702.14983635848,0.0504779,11.906303103525149,0.4070947175267816,-0.0006591267183941,-14.325864126599718,-283.80467742516464,True,False,35.0,118.94607233523026,237.8921446704605,475.784289340921,114971.0,114884.57,114913.82,1,1098,1105,7,7.906303103525149,7.6181462849413,114656.0,-0.002670320294736925,2025-08-04 19:20:00,long,False,False,False
2025-08-04 20:25:00,2025-08-04T21:50:00,114785.2,115255.92354204142,0.0500715,11.906303103525149,0.4021694000062318,0.0011267617917946,22.41798342358352,447.71942968721766,False,True,85.0,117.68063551035358,235.3612710207072,470.72254204141433,114785.2,114690.31,114728.79,1,1110,1127,17,7.906303103525149,7.537910937162531,115092.79,0.0026797008673591764,2025-08-04 20:20:00,long,False,True,True
2025-08-05 00:30:00,2025-08-05T01:50:00,114923.340072,114724.32255523912,0.07574198,11.906303103525149,0.605038594630005,-0.0003374829203103,-16.813377641127286,-221.98228302359252,True,False,80.0,88.03353117946824,176.06706235893648,352.13412471787296,115000.0,114890.86,114999.99,1,1159,1175,16,7.906303103525149,5.314782690452773,114900.94,-0.00019491316547161136,2025-08-05 00:25:00,long,False,False,False
2025-08-05 02:15:00,2025-08-05T03:05:00,114688.823178,114479.43095385976,0.0678353,11.906303103525149,0.5394084406103034,-0.0007262794466053,-15.758754069171005,-232.3090495534184,True,False,50.0,93.2453789280994,186.4907578561988,372.9815157123976,114724.52,114653.23,114706.68,1,1180,1190,10,7.906303103525149,5.628619497680381,114487.36,-0.0017566068987152253,2025-08-05 02:10:00,long,False,False,False
2025-08-05 03:30:00,2025-08-05T04:30:00,114347.31,114149.95,0.06400242,11.906303103525149,0.5061269085709352,0.0004165755234537,-14.09395537153696,-220.2097260000006,True,False,60.0,87.82601864066032,175.65203728132064,351.3040745626413,114347.31,114274.75,114308.19,1,1195,1207,12,7.906303103525149,5.984833877208728,114232.0,-0.0010084189999747058,2025-08-05 03:25:00,long,False,False,False
2025-08-05 07:05:00,2025-08-05T07:30:00,114263.01,114105.4,0.07876207,11.906303103525149,0.6231800796229999,0.0006718420075629,-14.212366722122065,-180.44684100001516,True,False,25.0,78.25256574856716,156.50513149713433,313.01026299426866,114263.01,114180.6,114214.73,1,1238,1243,5,7.906303103525149,5.273306037933865,113969.7,-0.002566972461166546,2025-08-05 07:00:00,long,False,False,False
2025-08-05 07:55:00,2025-08-05T08:30:00,114029.95142999996,114531.7544045188,0.05103449,11.906303103525149,0.4034261976497508,-0.0010603866634865,24.442805875971764,478.9468039353732,False,True,35.0,125.4504936297064,250.9009872594128,501.8019745188256,114077.3,113961.45,113969.7,1,1248,1255,7,7.906303103525149,7.439191300203409,114239.01,0.0018333654217889683,2025-08-05 07:50:00,long,False,True,True
2025-08-05 11:10:00,2025-08-05T12:20:00,114772.95,114544.63892370088,0.06025218,11.906303103525149,0.4781258715684091,-0.0005586419930506,-15.137928529668436,-251.2428351914974,True,False,70.0,102.6982829061475,205.396565812295,410.79313162459,114787.16,114750.0,114787.15,1,1287,1301,14,7.906303103525149,6.9998412826794265,114794.26,0.000185670926816795,2025-08-05 11:05:00,long,False,False,False
2025-08-05 17:45:00,2025-08-05T20:20:00,113362.668,113846.14,0.05734644,11.906303103525149,0.4500852599432901,-0.000105953127783,26.422436412136157,460.7511192000088,False,False,155.0,160.9366723139437,321.8733446278874,643.7466892557748,113416.0,113256.68,113346.35,1,1366,1397,31,7.906303103525149,6.913532983610195,113463.73,0.0008914927796158679,2025-08-05 17:40:00,long,False,True,True
2025-08-05 23:40:00,2025-08-06T00:10:00,114132.791994,113955.03,0.05095488,11.906303103525149,0.4014922728673193,0.0002589401179501,-10.220059832747303,-200.57077619940043,True,False,30.0,85.30821834805542,170.61643669611084,341.2328733922217,114228.88,114109.97,114170.41,1,1437,1443,6,7.906303103525149,7.690369626704745,113882.86,-0.0021898351002675696,2025-08-05 23:35:00,long,False,False,False
2025-08-06 01:10:00,2025-08-06T01:20:00,113937.222888,113709.763498,0.06819739,11.906303103525149,0.5368907744126149,0.0001338025201231,-17.06462976028142,-250.22408863860363,True,False,10.0,97.66889433172632,195.33778866345264,390.6755773269053,113945.14,113830.42,113851.45,1,1455,1457,2,7.906303103525149,7.004750529908775,113772.53,-0.0014454704426304801,2025-08-06 01:05:00,long,False,False,False
2025-08-06 01:45:00,2025-08-06T02:10:00,113815.668582,113557.42952262536,0.0581158,11.906303103525149,0.4577429762604217,0.0005980221216304,-16.329166476286655,-280.9763691850866,True,False,25.0,117.76101513213524,235.52203026427048,471.04406052854097,113853.24,113673.82,113673.82,1,1462,1467,5,7.906303103525149,6.652235035887195,113599.58,-0.0018985837775430086,2025-08-06 01:40:00,long,False,False,False
2025-08-06 02:35:00,2025-08-06T03:20:00,113700.0,113463.81,0.05365833,11.906303103525149,0.4228860245140779,0.0001254417069924,-13.892484030803852,-258.9063810000023,True,False,45.0,111.86303427702404,223.72606855404808,447.4521371080961,113700.0,113542.91,113599.58,1,1472,1481,9,7.906303103525149,7.291553900226385,113432.01,-0.0023569920844327638,2025-08-06 02:30:00,long,False,False,False
2025-08-06 05:15:00,2025-08-06T05:35:00,113950.475538,114370.52316138672,0.0510122,11.906303103525149,0.4033601195101342,0.0009819363598751,20.262837728742905,397.21552351678434,False,True,20.0,105.01165584668108,210.02331169336213,420.04662338672426,114138.78,113906.83,114057.01,1,1504,1508,4,7.906303103525149,7.559155711292527,113933.23,-0.0001513423960591708,2025-08-06 05:10:00,long,False,True,True
2025-08-06 08:50:00,2025-08-06T09:15:00,113869.209288,114254.8277394621,0.0735014,11.906303103525149,0.5803992877672599,0.0006894733141129,26.66675243877816,362.8060477593374,False,True,25.0,96.40436286551996,192.8087257310399,385.6174514620798,113937.92,113836.79,113863.98,1,1547,1552,5,7.906303103525149,5.2691069767347285,113979.99,0.0009728768004335441,2025-08-06 08:45:00,long,False,True,True
2025-08-06 11:55:00,2025-08-06T12:10:00,114226.69,114034.35360361668,0.0663245,11.906303103525149,0.5238677357423119,-0.0001626634502844,-14.270545280574668,-215.16250074368705,True,False,15.0,84.7619816879945,169.523963375989,339.047926751978,114226.69,114170.69,114226.69,1,1584,1587,3,7.906303103525149,5.954900973968194,114000.01,-0.0019844749068716563,2025-08-06 11:50:00,long,False,False,False
2025-08-06 13:10:00,2025-08-06T13:35:00,113892.763998,113660.09718288756,0.05164319,11.906303103525149,0.4072256360310425,-0.0005681322982026,-13.19081210404853,-255.42210123055008,True,False,25.0,104.96462418126784,209.9292483625357,419.8584967250714,113893.51,113825.84,113893.51,1,1599,1604,5,7.906303103525149,7.548839937877898,114334.81,0.0038812474689591805,2025-08-06 13:05:00,long,False,False,False
2025-08-06 18:10:00,2025-08-06T18:30:00,115663.488072,115418.27,0.05407099,11.906303103525149,0.4335008158005801,-0.0001802678702739,-14.508665861920026,-268.3262478071888,True,False,20.0,122.19345569847091,244.38691139694183,488.7738227938837,115692.52,115568.07,115692.37,1,1659,1663,4,7.906303103525149,7.123221247250734,115508.0,-0.0013443142221614673,2025-08-06 18:05:00,long,False,False,False
2025-08-06 18:55:00,2025-08-06T19:50:00,115382.841954,115140.26,0.05559691,11.906303103525149,0.4452291667345844,0.000220315957881,-14.768444279388342,-265.6342641954084,True,False,55.0,117.0687397047484,234.1374794094968,468.2749588189936,115479.46,115359.77,115423.22,1,1668,1679,11,7.906303103525149,6.922684138315268,115214.8,-0.0014563859855956226,2025-08-06 18:50:00,long,False,False,False
2025-08-06 20:15:00,2025-08-06T20:35:00,115231.0,115029.16562571032,0.05327748,11.906303103525149,0.4266992192793101,-0.0001493451721851,-11.979994976423155,-224.8603908522542,True,False,20.0,89.41146953874522,178.82293907749045,357.6458781549809,115231.0,115219.17,115231.0,1,1684,1688,4,7.906303103525149,7.227922709639379,115148.1,-0.0007194244604316042,2025-08-06 20:10:00,long,False,False,False
2025-08-06 21:00:00,2025-08-06T21:35:00,115068.65913,114898.46250296567,0.05299908,11.906303103525149,0.4242718742527377,-0.0004721981296436,-10.239069239600363,-193.19333919759296,True,False,35.0,73.6056688379191,147.2113376758382,294.4226753516764,115098.71,115029.93,115098.7,1,1693,1700,7,7.906303103525149,7.276617527024343,115037.76,-0.00026852776623647484,2025-08-06 20:55:00,long,False,False,False
2025-08-06 22:15:00,2025-08-06T23:15:00,115177.9,115006.31,0.05059387,11.906303103525149,0.4057544493901466,-0.0002920421297684,-9.845993152979092,-194.6084209999965,True,False,60.0,78.62454799423062,157.24909598846125,314.4981919769225,115177.9,115060.64,115060.65,1,1708,1720,12,7.906303103525149,7.647328183473232,115059.99,-0.0010237206964182274,2025-08-06 22:10:00,long,False,False,False
2025-08-07 02:05:00,2025-08-07T02:50:00,114697.854984,114503.93372913529,0.08510608,11.906303103525149,0.6802519956179518,-0.0007714999181796,-18.45452440685103,-216.8414337360037,True,False,45.0,85.5074435226511,171.0148870453022,342.0297740906044,114827.95,114639.12,114798.0,1,1754,1763,9,7.906303103525149,4.362510301611239,114565.28,-0.001155862801606011,2025-08-07 02:00:00,long,False,False,False
2025-08-07 03:15:00,2025-08-07T04:50:00,114474.8904,114291.94345031591,0.06800721,11.906303103525149,0.5435475473066196,-0.0003411619788339,-13.99749103709471,-205.8236330691218,True,False,95.0,80.04149420088545,160.0829884017709,320.1659768035418,114511.89,114452.0,114465.84,1,1768,1787,19,7.906303103525149,5.686287806143832,114648.0,0.0015122058592510006,2025-08-07 03:10:00,long,False,False,False
2025-08-07 05:15:00,2025-08-07T06:00:00,114366.8688,114607.2438255508,0.06130525,11.906303103525149,0.4902209444274731,0.0003087254076024,13.332519513343886,217.4776142882361,False,True,45.0,60.09350638769689,120.18701277539378,240.3740255507876,114369.03,114343.99,114369.03,1,1792,1801,9,7.906303103525149,6.238499632291752,114649.2,0.002468645010240943,2025-08-07 05:10:00,long,False,True,True
2025-08-07 06:25:00,2025-08-07T08:00:00,114651.3,114941.61566676376,0.051869,11.906303103525149,0.4153129969442355,-0.0002078044479046,13.867507825097126,267.35637519707586,False,True,95.0,72.57866669093676,145.1573333818735,290.314666763747,114651.3,114570.0,114570.0,1,1806,1825,19,7.906303103525149,7.472862825447777,114811.96,0.0014012924406439655,2025-08-07 06:20:00,long,False,True,True
2025-08-07 19:20:00,2025-08-07T19:40:00,116596.654668,117057.66153714438,0.05228033,11.906303103525149,0.4250216729729608,0.0001992275941028,22.88003877542252,437.641437523874,False,True,20.0,115.25146728609673,230.50293457219345,461.0058691443869,116598.37,116572.0,116597.0,1,1961,1965,4,7.906303103525149,7.277594077842323,117305.39,0.006078522012643209,2025-08-07 19:15:00,long,False,True,True
2025-08-08 07:25:00,2025-08-08T08:30:00,116813.50803,116595.6550754926,0.06029505,11.906303103525149,0.4922615304343247,-0.0005978092933587,-14.54279650066167,-241.1938708179472,True,False,65.0,97.26407936657,194.52815873314,389.05631746628,116973.3,116790.15,116973.29,1,2106,2119,13,7.906303103525149,6.184061320290236,116882.12,0.0005873633208787567,2025-08-08 07:20:00,long,False,False,False
2025-08-08 08:55:00,2025-08-08T10:45:00,116589.3132,116397.00439811412,0.0530775,11.906303103525149,0.4331456134350362,0.0002730529360571,-11.443903559329367,-215.60743364569484,True,False,110.0,84.51187209736422,169.02374419472844,338.0474883894569,116639.99,116566.0,116620.63,1,2124,2146,22,7.906303103525149,7.122825311332536,116651.71,0.0005351845575500161,2025-08-08 08:50:00,long,False,False,False
2025-08-08 11:45:00,2025-08-08T12:10:00,116761.24,116623.07182847042,0.04912852,11.906303103525149,0.4020601597658458,-0.000321664263674,-7.9345803614905055,-161.50660271244698,True,False,25.0,57.41894565393517,114.83789130787034,229.67578261574067,116761.24,116749.4,116749.41,1,2158,2163,5,7.906303103525149,7.715064592944482,116558.43,-0.0017369633964148738,2025-08-08 11:40:00,long,False,False,False
2025-08-08 12:35:00,2025-08-08T12:50:00,116650.75,116492.45,0.04911002,11.906303103525149,0.401854018875301,0.0002808314325404,-8.919082887486542,-181.6143200000029,True,False,15.0,71.0252598699742,142.0505197399484,284.1010394798968,116650.75,116558.43,116558.43,1,2168,2171,3,7.906303103525149,7.809769467661699,116742.81,0.0007891933828114921,2025-08-08 12:30:00,long,False,False,False
2025-08-08 13:15:00,2025-08-08T13:40:00,116586.702678,116854.67135880952,0.04933006,11.906303103525149,0.4037202279710233,0.0004153113333047,12.067343403682344,244.62454340583292,False,True,25.0,66.99192020237908,133.98384040475815,267.9676808095163,116650.75,116530.0,116626.43,1,2176,2181,5,7.906303103525149,7.812491161491806,116935.71,0.002993543122700072,2025-08-08 13:10:00,long,False,True,True
2025-08-08 14:15:00,2025-08-08T14:40:00,116769.83,116412.50659492194,0.05434047,12.741317487520384,0.4428477132838411,-0.0014719199122321,-20.684245550568757,-380.6416387375515,True,False,25.0,167.0176231636647,334.0352463273294,668.0704926546588,116769.83,116633.28,116716.88,1,2188,2193,5,8.741317487520384,8.382683843393679,116296.14,-0.004056612911057611,2025-08-08 14:10:00,long,False,False,False
2025-08-08 18:15:00,2025-08-08T18:35:00,116769.069144,116497.71587975172,0.05417479,11.906303103525149,0.440672916939463,-0.0010634892561401,-15.9642240157285,-294.6799427506503,True,False,20.0,124.02403011576077,248.04806023152156,496.0961204630431,116879.91,116735.67,116879.91,1,2236,2240,4,7.906303103525149,7.351736806332624,116606.41,-0.0013929985499790052,2025-08-08 18:10:00,long,False,False,False
2025-08-08 21:10:00,2025-08-08T23:35:00,116829.16,116657.26,0.06529866,11.906303103525149,0.5323755194460787,0.0002412794971249,-12.749474689420287,-195.24864200000877,True,False,145.0,84.80132987846642,169.60265975693284,339.2053195138657,116829.16,116809.99,116828.99,1,2271,2300,29,7.906303103525149,7.66261626449405,116903.79,0.0006387959992179187,2025-08-08 21:05:00,long,False,False,False
2025-08-09 00:00:00,2025-08-09T00:50:00,116695.45,116600.0,0.06061382,11.906303103525149,0.4942026132975052,-1.3541736660890111e-05,-7.199681960311724,-118.77954499999709,True,False,50.0,44.091855987676034,88.18371197535207,176.36742395070414,116695.45,116664.28,116674.99,1,2305,2315,10,7.906303103525149,6.282109183359701,116600.0,-0.0008179410593986063,2025-08-08 23:55:00,long,False,False,False
2025-08-09 05:25:00,2025-08-09T05:35:00,116980.0,116735.45917147218,0.05031518,11.906303103525149,0.4116087988180191,0.0015427383207072,-13.480059344426884,-267.91237444498626,True,False,10.0,110.59403317054732,221.18806634109464,442.3761326821893,116980.0,116877.0,116966.68,1,2370,2372,2,7.906303103525149,7.042008250884994,116641.02,-0.002897760300906103,2025-08-09 05:20:00,long,False,False,False
2025-08-09 07:30:00,2025-08-09T09:05:00,116902.22,117217.04096960126,0.05362001,11.906303103525149,0.438880836733613,0.0005987498507192,15.625355826791193,291.40904350430355,False,True,95.0,78.70499240031512,157.40998480063024,314.8199696012605,116902.22,116840.0,116840.01,1,2395,2414,19,7.906303103525149,7.013831730271575,116802.71,-0.0008512242111398292,2025-08-09 07:25:00,long,False,True,True
2025-08-09 16:40:00,2025-08-09T18:45:00,116731.66166399998,116570.40925278056,0.08013539,11.906303103525149,0.6538951755143104,-0.0001735650343728,-14.791600105581171,-184.5826183111004,True,False,125.0,68.96633280987888,137.93266561975776,275.8653312395155,116763.36,116708.31,116750.0,1,2505,2530,25,7.906303103525149,4.7382644030189205,116678.04,-0.0004593583543283703,2025-08-09 16:35:00,long,False,False,False
2025-08-09 20:50:00,2025-08-09T21:15:00,116796.61,116624.31503322876,0.07258759,11.906303103525149,0.5936560466183214,-0.0009780094146877,-14.200822647426484,-195.63705927454657,True,False,25.0,74.48221892939569,148.96443785879137,297.92887571758274,116796.61,116740.99,116740.99,1,2555,2560,5,7.906303103525149,4.887239218019708,116435.94,-0.003088017708733141,2025-08-09 20:45:00,long,False,False,False
2025-08-09 21:40:00,2025-08-10T00:15:00,116468.449032,116574.0,0.05746479,11.906303103525149,0.4692459937723476,-0.0007394577287105,4.726290670945527,82.24672309679592,False,False,155.0,85.49634374364649,170.99268748729298,341.985374974586,116477.63,116435.93,116435.94,1,2565,2596,31,7.906303103525149,6.464925860635897,116618.42,0.0012876531734254421,2025-08-09 21:35:00,long,False,True,True
2025-08-10 01:10:00,2025-08-10T01:50:00,116669.57925,116539.99,0.05799567,11.906303103525149,0.4741679822803049,-0.0007761045462508,-8.868129900453434,-152.91020692498998,True,False,40.0,57.77574744965562,115.55149489931124,231.10298979862247,116677.37,116611.67,116611.67,1,2607,2615,8,7.906303103525149,6.340546387396372,116584.0,-0.0007335181162916144,2025-08-10 01:05:00,long,False,False,False
2025-08-10 02:40:00,2025-08-10T02:55:00,117033.4,117316.05134584384,0.06449464,12.349359300021888,0.5107037570453162,0.0007322055953267,16.718068445840267,259.2164007092724,False,True,15.0,70.66258646096233,141.32517292192466,282.6503458438493,117033.4,116972.87,117033.4,1,2625,2628,3,8.349359300021888,7.132926831481849,118361.99,0.011352229363583483,2025-08-10 02:35:00,long,False,True,True
2025-08-10 03:40:00,2025-08-10T04:00:00,118344.97626999998,118715.56447604638,-0.08077633,-15.292475213847794,-0.6458898616318257,5.618357717704965e-05,-31.84964327263945,-394.2942601209965,True,False,20.0,173.42442041211635,346.8488408242327,693.6976816484654,118412.83,118172.0,118217.31,-1,2637,2641,4,11.292475213847794,9.786907760208967,118636.69,-0.0024649439223721915,2025-08-10 03:35:00,short,False,True,False
2025-08-10 04:30:00,2025-08-10T05:05:00,118648.1,118305.06361764924,0.0642349,22.87991949708493,0.5165294039292743,0.0005743802137274,-23.55697399362949,-366.73169871253,True,False,35.0,159.68481823903377,319.3696364780675,638.739272956135,118648.1,118530.03,118636.69,1,2647,2654,7,18.87991949708493,10.39378089853876,118051.99,-0.0050241849637710214,2025-08-10 04:25:00,long,False,False,False
2025-08-11 00:35:00,2025-08-11T01:30:00,119303.544518,119596.8459528865,-0.05461496,-9.732295971164492,-0.4427641141170914,-0.0007360865818702,-17.32339966122378,-317.1914739335849,True,False,55.0,134.69292430659004,269.3858486131801,538.7716972263602,119388.29,119156.0,119240.31,-1,2888,2899,11,5.732295971164493,6.582129553968048,119174.53,0.001081397191686381,2025-08-11 00:30:00,short,False,True,False
2025-08-11 02:10:00,2025-08-11T02:20:00,120789.117344,121336.94469315316,-0.07217515,-18.980580745836647,-0.5934748002811888,0.000988118549701,-41.28706958387669,-572.0399553568881,True,False,10.0,261.78190636091216,523.5638127218243,1047.1276254436486,121286.8,120741.99,121286.34,-1,2907,2909,2,14.980580745836647,14.065468369228444,121749.73,-0.007952807977429222,2025-08-11 02:05:00,short,False,True,False
2025-08-11 05:00:00,2025-08-11T07:35:00,122055.584,121888.782882,-0.06836542,-19.589071387951197,-0.5704843122009767,0.0002657160646458,9.735692578687566,142.40668131180306,False,False,155.0,197.83564342765493,395.67128685530986,791.3425737106197,122188.0,122022.29,122113.84,-1,2941,2972,31,15.589071387951194,9.191636349871509,122043.97,9.515336881269928e-05,2025-08-11 04:55:00,short,False,False,True
