q,coverage,mean_ret_10bar,n
0.7,0.6727587533666795,-9.512810812277708e-05,3491
0.74,0.6200461716044633,-8.576529167686126e-05,3218
0.78,0.5463639861485187,-0.0001603489788211,2836
0.82,0.4892266256252405,-0.0001962874974551,2539
0.86,0.3995767602924202,-0.0002417035320467,2075
0.9,0.3145440554059253,-0.0003629355530496,1635
0.94,0.2452866487110427,-0.0004187619712881,1275
0.98,0.1198537899191996,-0.0009131310326568,623
