entry_time,exit_time,entry_price,exit_price,position_size,predicted_exp_r,edge,volatility,net_pnl,pnl_per_unit,stop_hit,take_profit_hit,hold_time_mins,atr,stop_dist,tp_dist,bar_high,bar_low,bar_close,signal,entry_bar,exit_bar,bars_held,future_price,real_horizon_ret,entry_time_idx,side,gate_on_entry,directional_hit,profitable
2025-07-23 04:00:00,2025-07-23T10:20:00,118637.7,117972.5898,-0.08428164,-0.0007350484304355,-1.222929592490231,-0.000360595353038,16.17277190628908,191.88962039999552,False,False,380.0,76.1694042215331,152.3388084430662,457.01642532919857,118687.6,118637.7,118667.3,-1,222,298,76,118856.4,-0.0018434275108165203,2025-07-23 03:55:00,short,True,False,True
2025-07-24 05:00:00,2025-07-24T11:20:00,117979.7,118743.10000000002,-0.08487937,-0.0006703040688245,-0.8653416169353307,0.0006758527234659,-104.98267531527272,-1236.8456000000087,False,False,380.0,100.44424744093324,200.8884948818665,602.6654846455995,118018.4,117979.7,118018.4,-1,522,598,76,117712.6,0.0022639487979711024,2025-07-24 04:55:00,short,True,True,False
2025-07-25 04:25:00,2025-07-25T07:55:00,115223.14002,114758.39999999998,0.07510991,0.0006839032514218,0.4821012064305494,-0.0004329718004337,-69.45436662072629,-924.703100040012,True,False,210.0,195.9365079778553,391.8730159557106,1175.619047867132,115388.1,115176.2,115375.0,1,803,845,42,115774.9,0.004788621277845887,2025-07-25 04:20:00,long,True,False,False
2025-08-01 23:30:00,2025-08-02T05:50:00,113497.3,113933.4,0.08529115,0.0006058737960825,0.4471963017508365,0.0009022086915416,-1.6001813816107455,-18.761400000008745,False,False,380.0,195.5019203767958,391.0038407535916,1173.0115222607749,113497.3,113295.7,113328.3,1,2857,2933,76,113462.6,-0.00030573414521752577,2025-08-01 23:25:00,long,True,False,False
2025-08-11 08:05:00,2025-08-11T14:25:00,121303.53444,119834.16203999998,-0.08110372,-0.001002382326914,-1.454979100721696,-0.0011402339578961,80.0572392718108,987.0970070400076,False,False,380.0,122.95404571253064,245.9080914250613,737.7242742751839,121373.5,121215.9,121373.5,-1,3666,3742,76,121700.2,-0.003270024750978674,2025-08-11 08:00:00,short,True,False,True
2025-08-11 18:25:00,2025-08-12T00:45:00,119601.17498,118745.84442,-0.08292742,-0.0008691034717497,-0.7431137797248456,-0.0001036465185635,31.399349820891477,378.6365212000021,False,False,380.0,125.30984377970596,250.61968755941197,751.8590626782359,119692.0,119591.0,119591.0,-1,3790,3866,76,119551.3,0.0004170107861259176,2025-08-11 18:20:00,short,True,False,True
2025-08-13 15:25:00,2025-08-13T19:20:00,120651.1254,122376.24270635704,0.06765963,0.0017044481661434,0.68567280487607,0.0012159644091782,83.83451504281257,1239.0625701443028,False,True,235.0,287.5193843928355,575.038768785671,1725.116306357013,120669.0,120587.5,120587.6,1,4330,4377,47,121653.5,0.008308041857684948,2025-08-13 15:20:00,long,True,True,True
2025-08-14 02:40:00,2025-08-14T09:00:00,123494.8,121668.4,-0.08126194,-0.0007489793243079,-0.6856594491286558,0.0005582296746469,108.57193271878472,1336.0736000000086,False,False,380.0,123.4031547751078,246.8063095502156,740.4189286506468,123603.1,123494.8,123600.0,-1,4465,4541,76,123525.1,-0.000245354460268796,2025-08-14 02:35:00,short,True,False,True
2025-08-14 09:05:00,2025-08-14T15:25:00,121589.1,118379.6,-0.08342859,-0.0011844338528824,-1.099967418376686,-0.01543222872542,227.723559034734,2729.5626,False,False,380.0,107.8481593452208,215.6963186904416,647.0889560713249,121735.0,121589.1,121735.0,-1,4542,4618,76,121700.2,-0.0009137332211521531,2025-08-14 09:00:00,short,True,False,True
2025-08-14 15:30:00,2025-08-14T21:50:00,118206.2,117949.5852,-0.06967023,-0.0006936580611723,-0.2357130961271778,-0.027750043178248,-15.027643604025489,-215.69677040000423,False,False,380.0,295.1149253442416,590.2298506884831,1770.689552065449,118415.4,118206.2,118252.0,-1,4619,4695,76,117836.0,0.0031318154208493047,2025-08-14 15:25:00,short,True,True,False
2025-08-15 14:10:00,2025-08-15T20:30:00,118126.36999999998,117277.35078,-0.08765717,-0.0007184345041892,-0.696581485552184,0.0004462422087549,33.15297415871632,378.2117784399875,False,False,380.0,151.257203165575,302.51440633115,907.54321899345,118150.0,117997.0,118087.3,-1,4891,4967,76,117348.5,0.006585066484308126,2025-08-15 14:05:00,short,True,False,True
