time,open,high,low,close,vwap,volume,count,ema_10,sma_10,rsi_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,log_return,log_return_1,log_return_5,volatility_5,exp_return_h1,exp_return_h12,exp_return_h24,exp_return_h48,exp_return
2025-06-30 00:15:00,108449.9,108469.7,108449.9,108469.7,108457.7,4.51792727,113.0,108373.93170266911,108388.93,68.62365630977779,175.0408056085289,-20.905560165498173,195.94636577402707,108033.67471937336,108289.13,108544.58528062666,0.4718022586877525,0.8534278084935951,0.0001825561180732,0.0003633674053308,0.0008339122311,0.0006204958893702,5.5009015e-05,0.00040080433,-2.3182982e-05,-0.00025092255,0.00023725255
2025-06-30 00:20:00,108469.7,108675.6,108427.8,108675.6,108507.7,21.29045762,379.0,108428.780484002,108417.13,75.54832435072116,187.7735466066661,-6.538255333888827,194.3118019405549,108026.32710514429,108317.755,108609.18289485574,0.5380981074722847,1.1139511802347315,0.0018964266019925,0.0001825561180732,0.0010155454955807,0.0006136370813855,6.8302375e-05,0.00044211323,-2.3182982e-05,-0.00025092255,0.00026451322
2025-06-30 00:25:00,108675.6,108700.0,108647.3,108650.0,108659.5,13.00627371,191.0,108469.00221418346,108442.78,73.37991082809326,193.5673061167909,-0.5955966590112212,194.16290277580208,108014.51720332842,108337.75999999998,108661.00279667154,0.5967315489475918,0.9829806003647436,-0.0002355912061755,0.0018964266019925,0.0026572970560117,0.0009787488636643,-4.1295483e-05,0.00044211323,-2.3182982e-05,-0.00025092255,0.00023240878
2025-06-30 00:30:00,108650.1,108658.3,108650.0,108658.3,108651.0,0.6156147,73.0,108503.41999342284,108472.66,73.6440415361809,196.5627894239733,1.919909318536952,194.64288010543635,108018.23498896908,108361.59,108704.94501103093,0.6337208803062594,0.9320746610179492,7.638916694887323e-05,-0.0002355912061755,0.0031683826422516,0.00082678445677,5.5009015e-05,0.00044211323,-2.3182982e-05,-0.00025092255,0.00026061918
2025-06-30 00:35:00,108663.5,108725.9,108663.4,108700.0,108700.9,9.56011494,295.0,108539.1618128005,108506.71,74.98686864294879,199.9961419931351,4.282609510158977,195.7135324829761,108042.4087977043,108392.105,108741.80120229573,0.6452429395954915,0.9402321185913568,0.0003836982577762,7.638916694887323e-05,0.0022831480861698,0.0008337538528885,6.8302375e-05,0.00044211323,-2.3182982e-05,-0.00025092255,0.00026451322
2025-06-30 00:40:00,108700.0,108782.0,108699.9,108777.9,108774.0,14.23392773,161.0,108582.56875592768,108548.54,77.31236953724996,206.62117728815065,8.726115844139628,197.89506144401105,108046.43217178434,108421.405,108796.37782821566,0.6916952020971459,0.9753611104255332,0.0007163946620014,0.0003836982577762,0.0023034789386153,0.0008332347243029,6.8302375e-05,0.00040314434,-2.3182982e-05,-0.00025092255,0.00024247021
2025-06-30 00:45:00,108777.9,108792.0,108777.8,108781.1,108789.5,0.93293922,63.0,108618.665345759,108587.93,77.40529874923938,209.71234537070268,9.453827141353315,200.25851822934936,108060.3667201602,108450.86000000002,108841.35327983982,0.7201294297524383,0.922849786474514,2.941730749126793e-05,0.0007163946620014,0.0028373174825435,0.0008228219648585,1.5001546e-05,0.00040314434,-2.3182982e-05,-0.00025092255,0.00022685682
2025-06-30 00:50:00,108781.1,108781.1,108681.8,108715.5,108733.8,15.02512615,137.0,108636.27164653008,108628.85,70.98617925120273,204.51126799524357,3.4021998127153097,201.10906818252823,108116.36772847352,108482.835,108849.30227152648,0.6756225932452357,0.8174430816575456,-0.0006032278388649,2.941730749126793e-05,0.0009703081880423,0.0003654962270813,-8.125238e-06,0.00040314434,-2.3182982e-05,-0.00025092255,0.00022008231
2025-06-30 00:55:00,108715.4,108774.0,108715.4,108743.3,108755.5,5.50010242,133.0,108655.73134716098,108662.13,72.04421912965059,200.3234009005828,-0.6285338255563886,200.9519347261392,108176.74597119908,108515.0,108853.25402880092,0.6234235429220535,0.8374682643238529,0.0002556806176751,-0.0006032278388649,0.0006026715553529,0.0004894863564051,5.8867834e-05,0.00044211323,-2.3182982e-05,-0.00025092255,0.00026174955
2025-06-30 01:00:00,108743.3,108743.3,108643.5,108643.5,108717.8,1.86226136,165.0,108653.50746585896,108681.49000000002,63.142222844304094,186.7981671267044,-11.323014079547876,198.12118120625223,108208.12350528134,108533.06,108857.99649471868,0.5987788324012416,0.6699408989064262,-0.0009181790891755,0.0002556806176751,0.0007819630060792,0.0004920046285366,-1.5969403e-05,0.00044211323,-2.3182982e-05,-0.00025092255,0.00023982752
2025-06-30 01:05:00,108643.5,108643.5,108506.9,108528.7,108615.8,21.39331608,188.0,108630.81519933917,108687.38999999998,54.76019186730479,164.9148851998616,-26.565036805112527,191.47992200497413,108216.87975224105,108538.16,108859.44024775896,0.5920134407271278,0.4852776507955614,-0.0010572256549679,-0.0009181790891755,-0.0005199143408725,0.0006580907515287,-8.125238e-06,0.00044211323,0.0001917585,-0.00025092255,0.00027034996
2025-06-30 01:10:00,108528.6,108539.4,108528.6,108530.7,108528.7,0.61742452,58.0,108612.61243582291,108672.9,54.87258573996487,146.05003599562042,-36.34390880748296,182.39394480310335,108230.5875121748,108545.01499999998,108859.44248782516,0.5793494760218865,0.4772364049673252,1.8428135340521454e-05,-0.0010572256549679,-0.0022935346578419,0.0005785413688306,1.5001546e-05,0.00044211323,0.0001917585,-0.00025092255,0.00027712446
2025-06-30 01:15:00,108530.8,108656.0,108530.8,108655.9,108565.3,1.35838247,83.0,108620.48290203694,108673.49,61.34653548333222,139.59295999802998,-34.24078784405873,173.8337478420887,108248.22558565436,108558.135,108868.04441434566,0.5709556715314719,0.6577315748965056,0.0011529257686098,1.8428135340521454e-05,-0.0023045238299927,0.0005762397306523,6.676277e-05,0.00044211323,0.0001917585,-0.00025092255,0.00029228683
2025-06-30 01:20:00,108656.0,108670.9,108655.9,108670.9,108657.8,0.57705195,70.0,108629.64964712111,108674.75,62.04899891957491,134.13977555549354,-31.755177829276136,165.89495338476968,108274.16174452585,108573.705,108873.24825547416,0.5517786382516301,0.6622386720844953,0.0001380409597326,0.0011529257686098,-0.0005483702225179,0.0009076875766865,5.433192e-05,0.00044211323,0.0001917585,-0.00025092255,0.00028864547
2025-06-30 01:25:00,108670.9,108670.9,108670.8,108670.9,108670.8,0.28022179,39.0,108637.14971128092,108671.84,62.04899891957492,128.33867919104523,-30.04501935497956,158.3836985460248,108303.84711155869,108589.275,108874.7028884413,0.525701803315856,0.6429870788831216,0.0,0.0001380409597326,-0.0006660098804604,0.0008973151374807,-1.5969403e-05,0.00044211323,0.0001917585,-0.00025092255,0.00026805216
2025-06-30 01:30:00,108670.8,108743.2,108670.8,108743.2,108673.8,0.98462132,81.0,108656.4315819571,108668.37,65.54889287651862,128.09863298882556,-24.228052445759403,152.32668543458496,108336.08383798011,108608.455,108880.82616201988,0.5015653008228287,0.747355481763808,0.0006650902831521,0.0,0.0002521692087151,0.0007832051063128,6.676277e-05,0.00044211323,0.0001917585,-0.00025092255,0.00029228683
2025-06-30 01:35:00,108743.2,108770.0,108743.1,108770.0,108756.0,1.140506,68.0,108677.08038523764,108667.25999999998,66.77214271252289,128.58864085900132,-18.990435660466915,147.57907651946823,108366.5408027534,108627.595,108888.6491972466,0.4806406645504794,0.772749876274691,0.0002464218276005,0.0006650902831521,0.0019744851468351,0.0005028069948771,5.7328223e-05,0.00040080433,-2.3182982e-05,-0.00025092255,0.0002379319
2025-06-30 01:40:00,108769.9,108790.4,108769.9,108780.9,108774.3,1.09388826,61.0,108695.9566788308,108673.8,67.28099122435025,128.3766682118876,-15.361926646064518,143.7385948579521,108427.82727853493,108651.325,108874.82272146508,0.4114035819905034,0.7898799127584106,0.000100206434532,0.0002464218276005,0.0022024788390952,0.0004693557629926,5.5009015e-05,0.00040080433,-2.3182982e-05,-0.0005876525,0.00023385123
