q,coverage,mean_ret_10bar,n
0.7,0.67315850366371,-9.51478959023546e-05,3485
0.74,0.6205167759352102,-9.931330050030964e-05,3213
0.78,0.5460856151176243,-0.000172760677006,2828
0.82,0.4917084458156575,-0.0002036806190561,2546
0.86,0.4022367913613575,-0.000249942748703,2084
0.9,0.3160431932124952,-0.0003741966166921,1639
0.94,0.2458542229078287,-0.0004365839229957,1275
0.98,0.1205167759352101,-0.0008621197408186,625
