time,open,high,low,close,volume,ema_10,sma_10,rsi_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,log_return,log_return_1,log_return_5,volatility_5
2025-07-21 02:02:00,117415.8,117461.0,117415.8,117460.9,0.05668882,117330.42079904865,117324.80999999998,86.03913315783089,107.64555581945751,27.45519584940888,80.19035997004863,116869.10734440766,117186.905,117504.70265559234,0.5423774193752072,0.9310840485737703,0.0003840312858131178,0.0003134652070773575,0.001381517630385768,0.00028100284622181206
2025-07-21 02:03:00,117461.0,117488.1,117460.9,117488.1,2.54013338,117359.08974467617,117354.41,87.05351760184347,114.01480924605858,27.059559420807958,86.95524982525062,116881.58360255777,117211.75,117541.91639744223,0.5633674054729604,0.9185010984474314,0.00023153961175861884,0.0003840312858131178,0.001021286543435793,0.00014362877424466605
2025-07-21 02:04:00,117488.1,117501.7,117488.0,117501.7,0.9332632,117385.01888200776,117383.08,87.54096665544085,118.79055128403706,25.46824116702915,93.32231011700792,116899.07541215325,117236.93500000001,117574.79458784677,0.5763705573619106,0.8918269741690321,0.00011574970500995095,0.00023153961175861884,0.0010696162749826818,0.00014348438624923343
2025-07-21 02:05:00,117501.7,117524.8,117501.7,117524.8,0.09752072,117410.4336307336,117410.18999999999,88.3437425657244,123.02122608547506,23.759132774773718,99.26209331070135,116921.93183404626,117263.28,117604.62816595373,0.5821910592194515,0.8830692912459489,0.00019657357850608802,0.00011574970500995095,0.0010839758703831315,0.0001407872276695696
2025-07-21 02:06:00,117524.9,117525.0,117524.9,117525.0,0.00727003,117431.26387969113,117437.31999999999,88.35074116258693,124.94986046171107,20.550213720807776,104.3996467409033,116952.93123789955,117289.63,117626.32876210046,0.5741321924205095,0.8495260845802787,1.7017670296846573e-06,0.00019657357850608802,0.001241359388165133,0.00010391775137590215
2025-07-21 02:07:00,117525.0,117530.4,117524.9,117530.4,0.04140795,117449.2886288382,117456.25999999998,88.55062698866965,125.46773798766662,16.854472997410653,108.61326499025597,116992.0340441928,117316.25,117640.4659558072,0.5527213081004578,0.8302582679295103,4.5946615146313685e-05,1.7017670296846573e-06,0.0009295959481174603,0.00014168888182646052
2025-07-21 02:08:00,117530.4,117586.8,117530.4,117586.8,0.12328313,117474.29069632216,117478.68999999999,90.40285979232085,128.9427960152825,16.26362482002122,112.67917119526129,117035.8271734998,117345.69500000002,117655.56282650025,0.5281281541691385,0.8890449078291247,0.00047976074129674125,4.5946615146313685e-05,0.0005915112774506562,9.719391309911885e-05
2025-07-21 02:09:00,117586.8,117799.0,117586.8,117798.9,1.09224143,117533.31056971813,117521.14000000001,94.20175163464164,147.1156443729269,27.54917854213248,119.56646583079443,117045.27675611734,117383.095,117720.91324388266,0.5755824446146398,1.1154270936066117,0.0018021490464698038,0.00047976074129674125,0.0008397324069887786,0.00018927058623249604
2025-07-21 02:10:00,117799.0,117849.9,117799.0,117849.9,0.25842829,117590.87228431483,117568.23000000001,94.7408239056458,163.74547548650298,35.34320772456684,128.40226776193614,117044.70265605906,117418.93999999999,117793.17734394092,0.6374394862377868,1.0757843344303346,0.0004328475323978404,0.0018021490464698038,0.0025261317484486312,0.0007487319933892748
2025-07-21 02:11:00,117855.2,117962.9,117855.2,117950.2,6.2381458,117656.20459625758,117621.67,95.60603522083382,182.9096397437097,43.60589758541883,139.30374215829087,117043.30206243013,117459.8,117876.29793756988,0.7091752881749754,1.0887184014179192,0.0008507206404843047,0.0004328475323978404,0.002762405702340384,0.0007316429244300823
2025-07-21 02:12:00,117950.3,117950.3,117950.3,117950.3,0.00516258,117709.6764878471,117670.61000000002,95.60681123221856,195.8478352187958,45.23527444840394,150.61256077039187,117048.81440902149,117497.71,117946.60559097852,0.7640924933405332,1.0041149981150725,8.478150746843331e-07,0.0008507206404843047,0.003611424575795004,0.0006675754165528273
2025-07-21 02:13:00,117950.3,117999.8,117950.2,117999.5,1.1984755,117762.37167187489,117721.75,95.98272867071378,207.677500218153,45.65195155820891,162.0255486599441,117061.98394834662,117538.08,118014.17605165338,0.8101137123447676,0.9845870895143781,0.00041703786748770064,8.478150746843331e-07,0.003566325775723375,0.000679201545953622
2025-07-21 02:14:00,117999.6,118000.0,117999.5,118000.0,0.13799405,117805.5768224431,117771.58,95.98648727701205,214.6189471524849,42.074718794032634,172.54422835845227,117085.08709207756,117577.33,118069.57290792244,0.8373092124518196,0.929330715788187,4.237297112870675e-06,0.00041703786748770064,0.0035036029019143338,0.0006851456821343779
2025-07-21 02:15:00,118000.0,118000.0,117975.0,117975.0,0.81128069,117836.38103654435,117816.6,91.38270911487483,215.61730076596723,34.45845792601193,181.1588428399553,117115.61859045457,117613.39499999999,118111.17140954541,0.8464621050100946,0.8632203064125085,-0.00021188685321355785,4.237297112870675e-06,0.0017056911525574008,0.00035466371017568103
2025-07-21 02:16:00,117975.0,117975.0,117873.1,117873.1,0.31719109,117843.0572117181,117851.41,75.48955744098429,205.81353449999006,19.723753328027783,186.08978117196227,117163.1602316322,117644.36500000002,118125.56976836784,0.818066837910723,0.7376690912434443,-0.0008641155586216663,-0.00021188685321355785,0.0010609567669460026,0.00042350768908042813
2025-07-21 02:17:00,117873.2,117873.2,117806.0,117806.1,0.07906046,117836.33771867843,117878.98000000001,67.21240868045214,190.44233831440215,3.4820457139518908,186.96029260045026,117202.62491787557,117667.62000000002,118132.61508212448,0.7903535095287156,0.648904800634985,-0.0005685694945072198,-0.0008641155586216663,-0.0006538794321599685,0.0004690467277501043
2025-07-21 02:18:00,117806.0,117806.1,117764.8,117785.0,0.76207915,117827.00358800963,117898.8,64.80262095133789,174.54590439904132,-9.931510561127169,184.4774149601685,117243.13156449799,117688.74500000002,118134.35843550206,0.7572745133819432,0.6080028028009676,-0.0001791239147524733,-0.0005685694945072198,-0.0012232967417418726,0.0004973707272335267
2025-07-21 02:19:00,117785.0,117785.0,117785.0,117785.0,0.00720792,117819.36657200787,117897.40999999999,64.80262095133789,160.10230626705743,-19.500086954488864,179.6023932215463,117286.21961414618,117709.275,118132.33038585381,0.7188140201421149,0.5894977378046803,0.0,-0.0001791239147524733,-0.0018194585239820465,0.0003481667972128668
2025-07-21 02:20:00,117784.9,117802.3,117784.9,117786.2,0.05764794,117813.33628618825,117891.04,64.88565992971822,147.05729569337564,-26.036078022536543,173.09337371591218,117333.80054331396,117729.63499999998,118125.469456686,0.6724465877873789,0.5714503235438206,1.0188002608158067e-05,0.0,-0.001823695821094917,0.0003470501024929297
2025-07-21 02:21:00,117786.2,117786.2,117786.1,117786.2,0.0210436,117808.4024159722,117874.64000000001,64.8856599297182,135.16097919612366,-30.34591561583082,165.50689481195448,117379.02847169309,117748.155,118117.2815283069,0.6269763263923886,0.5515338198185068,0.0,1.0188002608158067e-05,-0.0016016209652732012,0.0003837701778698719
2025-07-21 02:22:00,117786.2,117786.2,117786.1,117786.2,0.01362524,117804.36561306816,117858.23000000001,64.8856599297182,124.30020724874339,-32.96535005056887,157.26555729931226,117419.48146866447,117764.42,118109.35853133553,0.5858111156757373,0.5315708423696117,0.0,0.0,-0.000737505406651535,0.0002483332425137344
2025-07-21 02:23:00,117786.2,117848.0,117786.2,117815.1,0.07024645,117806.31731978303,117839.79,67.2124204007173,116.6799419651943,-32.46849226729438,149.14843423248868,117459.5902304006,117780.76999999999,118101.94976959938,0.5453857528684661,0.5534435902405007,0.00024532971715312407,0.0,-0.00016893591214431523,8.136538537822493e-05
2025-07-21 02:24:00,117815.1,117870.1,117815.1,117852.3,1.23671825,117814.6778070952,117825.01999999999,69.97072250007659,112.34748407108418,-29.44076012912359,141.78824420020777,117502.70815978802,117798.3,118093.89184021199,0.5018609610019601,0.5913421695965516,0.0003156991616910956,0.00024532971715312407,0.0002555177197612822,0.00010866531702108776
2025-07-21 02:25:00,117852.3,117874.9,117852.3,117874.9,0.04504514,117825.62729671424,117815.01000000001,71.5373234726059,109.47564402219723,-25.850080142408444,135.32572416460567,117546.80333104625,117815.80500000001,118084.80666895377,0.4566478478057486,0.6098413259475818,0.0001917470709296574,0.0003156991616910956,0.0005712168814523777,0.00015386575404943066
2025-07-21 02:26:00,117883.7,117945.0,117883.7,117944.7,0.60143698,117847.27687912983,117822.17,75.74585962470715,111.54613237107696,-19.023673434822967,130.56980580589993,117598.0229763139,117836.79,118075.55702368608,0.4052503868886564,0.7259734161235674,0.0005919779529639848,0.0001917470709296574,0.0007527759497738771,0.0001442959146246024
2025-07-21 02:27:00,117944.7,118000.0,117944.6,118000.0,1.16613846,117875.04471928804,117841.56000000001,78.46290471959549,116.30852486811636,-11.409024750226848,127.71754961834321,117656.90583304841,117860.26999999999,118063.63416695157,0.34509367228087673,0.8435462650440299,0.0004687539157487801,0.0005919779529639848,0.0013447539027378619,0.0002152817079030881
2025-07-21 02:28:00,117999.9,118067.6,117999.9,118067.6,4.04381964,117910.05477032658,117869.81999999999,81.23087395327401,124.10688337868487,-2.8885329917266773,126.99541637041155,117703.51930444321,117884.30999999998,118065.10069555676,0.30672562880806475,1.0069121489785509,0.0005727173220532433,0.0004687539157487801,0.001813507818486642,0.00016509510804669746
2025-07-21 02:29:00,118067.5,118078.4,118067.5,118078.4,0.43827592,117940.66299390356,117899.16,81.63692559069658,129.6639234268223,2.13480564512858,127.52911778169371,117703.40225294448,117898.28499999999,118093.1677470555,0.3305947106109501,0.9621111994811429,9.146883713894473e-05,0.0005727173220532433,0.0021408954233867613,0.00017169705765677031
2025-07-21 02:30:00,118078.4,118078.4,118078.3,118078.3,0.04588376,117965.6879041029,117928.37000000002,81.61931835789217,132.53210097533884,4.002386554916086,128.52971442042275,117701.20924968383,117909.705,118118.20075031617,0.35365324731525927,0.9043127971297663,-8.468953028998636e-07,9.146883713894473e-05,0.0019166650988346105,0.00022835593295587818
2025-07-21 02:31:00,118078.3,118078.3,118012.8,118028.9,1.14787385,117977.18101244782,117952.63999999998,73.21823396740008,129.32817055351916,0.638764906477121,128.68940564704204,117699.34566596405,117913.63999999998,118127.93433403592,0.3634767513511318,0.7689291821889275,-0.0004184539964969662,-8.468953028998636e-07,0.0017240711326020532,0.00027930998579085085
2025-07-21 02:32:00,118028.8,118028.8,118000.0,118000.1,0.0061169,117981.34810109367,117974.03,68.77380798522493,123.04670745319163,-4.5141585550803285,127.56086600827196,117699.05043762735,117916.13,118133.20956237266,0.36819315961719395,0.69340835010495,-0.00024403781012437452,-0.0004184539964969662,0.0007136391831411022,0.00039665797620566006
2025-07-21 02:33:00,118000.0,118000.1,118000.0,118000.1,0.00405532,117984.75753725844,117992.53,68.77380798522493,116.72309154890536,-8.670219567493277,125.39331111639864,117699.03419867759,117916.16,118133.28580132242,0.3682714927664099,0.6932980776323268,0.0,-0.00024403781012437452,8.474572679474928e-07,0.0003778327846736111
2025-07-21 02:34:00,118000.1,118000.1,118000.0,118000.0,0.00480619,117987.52889412054,118007.3,68.75700098395316,110.43053673444956,-11.970219505559271,122.40075624000883,117699.03419867759,117916.16,118133.28580132242,0.3682714927664099,0.6930677963866232,-8.47457268072946e-07,0.0,-0.0005718698647852958,0.00021072401198242506
2025-07-21 02:35:00,118000.1,118000.1,118000.0,118000.1,0.00801164,117989.81454973499,118019.81999999999,68.76522133335443,104.24998197401874,-14.520619412792087,118.77060138681082,117698.65927070382,117917.415,118136.17072929617,0.37103209783927493,0.6889893358817257,8.474572680923994e-07,-8.47457268072946e-07,-0.0006641861591923134,0.00019133150848561927
2025-07-21 02:36:00,118000.1,118000.1,118000.0,118000.1,0.06805899,117991.68463160135,118025.35999999999,68.76522133335443,98.21963300816424,-16.44077470291728,114.66040771108152,117703.1581617109,117923.76499999998,118144.37183828907,0.37415161954688403,0.6730114093290083,0.0,8.474572680923994e-07,-0.0006624918066213212,0.00019162499677374335
2025-07-21 02:37:00,118000.1,118000.1,117975.1,117975.1,0.05991463,117988.66924403748,118022.87,63.891194192164896,90.38138657613308,-19.42321690795876,109.80460348409184,117717.41320042674,117932.215,118147.01679957325,0.3642801071331555,0.5998245826739098,-0.00021188667362957673,0.0,-0.00024403781012435498,0.00010913867163371076
2025-07-21 02:38:00,117975.2,117975.2,117956.1,117956.1,0.07122392,117982.74756330339,118011.72000000002,60.387970967994086,81.69465348463564,-22.487959999564964,104.1826134842006,117736.74375560995,117940.76999999999,118144.79624439003,0.34598085868023903,0.5375686962376994,-0.00016106390372336386,-0.00021188667362957673,-0.0002118866736295572,9.476049590558388e-05
2025-07-21 02:39:00,117956.1,117956.1,117956.0,117956.1,0.00291453,117977.90255179367,117999.48999999999,60.387970967994086,73.95781526781502,-24.17983857310847,98.13765384092349,117758.20174265043,117949.325,118140.44825734956,0.32407689887087593,0.517724164222508,0.0,-0.00016106390372336386,-0.00037295057735292104,0.00010370698298870962
2025-07-21 02:40:00,117956.0,117956.1,117956.0,117956.1,0.00423222,117973.93845146755,117987.26999999999,60.38797096799409,67.05336577867274,-24.867430449800594,91.92079622847334,117781.96020812046,117957.81999999999,118133.67979187952,0.29817402844428226,0.49510974060186286,0.0,0.0,-0.0003721031200848481,0.00010385821504924452
2025-07-21 02:41:00,117956.1,117956.1,117956.0,117956.0,0.02584359,117970.67691483708,117979.98000000001,60.36621285711363,60.8717786771449,-24.839214041062746,85.71099271820765,117808.99400081391,117966.30999999998,118123.62599918606,0.2667134357022338,0.4672315592396028,-8.477733868056311e-07,0.0,-0.0003729505773529405,0.00010370525169300332
2025-07-21 02:42:00,117956.1,117975.1,117956.1,117975.0,0.05332685,117971.46293032124,117977.47,63.08754740149782,56.8506289118377,-23.088291045095957,79.93891995693366,117841.88794413682,117975.75,118109.61205586318,0.22693147678769748,0.4971986086902529,0.0001610640402581039,-8.477733868056311e-07,-0.0003737983507397461,0.00010355339306485753
2025-07-21 02:43:00,117975.1,117975.1,117975.1,117975.1,0.00201041,117972.12421571738,117974.97000000002,63.10190729972778,53.06026224199741,-21.502926171949014,74.56318841394642,117871.94011671627,117983.75,118095.55988328373,0.18953437788462849,0.4613182674645853,8.476368520655417e-07,0.0001610640402581039,-8.476368520654956e-07,0.00011389005791655071
2025-07-21 02:44:00,117975.1,117975.1,117975.0,117975.1,0.0134708,117972.66526740513,117972.48000000001,63.10190729972777,49.48592639250273,-20.06180961715495,69.54773600965768,117895.49828638103,117989.88999999998,118084.28171361894,0.15999966373213112,0.42165625862200196,0.0,8.476368520655417e-07,0.0001610639037233639,7.203253788339309e-05
2025-07-21 02:45:00,117975.1,117975.1,117833.7,117833.7,1.11588344,117947.39885514963,117955.84,38.52456287922563,34.841806551543414,-27.76474356649142,62.60655011803483,117882.34377151533,117987.83,118093.31622848468,0.17880865930778614,-0.23056929901705933,-0.001199276845881662,0.0,0.0001610639037233639,7.203253788339309e-05
2025-07-21 02:46:00,117833.9,117833.9,117833.8,117833.9,0.08958058,117926.76269966787,117939.22000000002,38.56101323601348,22.987390077265445,-31.695328032615514,54.68271810988096,117858.30843846798,117982.29000000001,118106.27156153203,0.21016978316326254,-0.098435759988727,1.6973058662783942e-06,-0.001199276845881662,-0.0010382129421582982,0.0005587107464258857
2025-07-21 02:47:00,117833.9,117833.9,117833.8,117833.8,0.00125456,117909.86039063735,117925.09000000001,38.54870588325098,13.429800075173262,-33.00233442776616,46.43213450293942,117834.54424274988,117973.98000000001,118113.41575725014,0.23638391660624172,-0.002668765761928352,-8.486525730535464e-07,1.6973058662783942e-06,-0.0010356678629052142,0.0005589473573192374
2025-07-21 02:48:00,117833.9,117833.9,117833.8,117833.9,0.10304879,117896.04941052146,117912.87,38.56982047456269,5.79659081340651,-32.50843495162633,38.30502576503284,117817.14778542145,117962.295,118107.44221457855,0.2460908624718635,0.05770766813262464,8.486525729330105e-07,-8.486525730535464e-07,-0.0011975805557363716,0.0005365234000299815
2025-07-21 02:49:00,117833.9,117833.9,117833.9,117833.9,0.00226471,117884.74951769937,117900.65,38.5698204745627,-0.24990180834720377,-30.843942058704034,30.59404025035683,117804.91183660606,117950.07000000002,118095.22816339399,0.24613493386475147,0.0998502692379135,0.0,8.486525729330105e-07,-0.0011975795400155041,0.0005365235137914974
2025-07-21 02:50:00,117833.9,117900.0,117833.9,117900.0,0.0294953,117887.52233266311,117895.04,51.37725037313013,0.28860000433633104,-24.2443521968164,24.53295220115273,117807.11844565789,117941.155,118075.1915543421,0.22729394899025143,0.34647844686100576,0.0005608018340371941,0.0,-0.0011975795400155041,0.0005365235137914974
2025-07-21 02:51:00,117912.6,118037.9,117912.5,118037.9,3.47015711,117914.86372672435,117903.23000000001,66.88752132377235,11.707784045560402,-10.260134524473866,21.967918570034268,117806.33833781045,117941.60500000001,118076.87166218957,0.22937904260258682,0.8559450586022302,0.0011689517936945418,0.0005608018340371941,0.000562499139903352,0.00025061023614901507
2025-07-21 02:52:00,118037.9,118038.0,118037.9,118038.0,0.00645093,117937.25214004719,117909.53,66.89576809226342,20.52899337648705,-1.1511401548377762,21.680133531324827,117804.01246650719,117943.5,118082.98753349281,0.23653280340638935,0.8387399491327046,8.471851637618538e-07,0.0011689517936945418,0.0017297536277316155,0.0005202256507837268
2025-07-21 02:53:00,118037.9,118038.0,118037.9,118037.9,0.01788793,117955.55175094769,117915.80999999998,66.87783071376579,27.198271417801152,4.414510309181058,22.783761108620094,117801.91859657789,117945.38999999998,118088.86140342208,0.24328446143099966,0.8223987421655131,-8.471851638363925e-07,8.471851637618538e-07,0.0017314494654684309,0.0005199435019020996
2025-07-21 02:54:00,118038.0,118038.0,118037.9,118038.0,0.01338097,117970.54234168447,117922.1,66.8873924859577,32.121514653394115,7.470202835819215,24.6513118175749,117800.019922931,117947.29,118094.56007706899,0.2497218495973904,0.8079715913963533,8.471851637618538e-07,-8.471851638363925e-07,0.0017297536277316612,0.0005202256495878497
2025-07-21 02:55:00,118038.0,118038.0,118037.9,118038.0,0.0113988,117982.8073704691,117942.53,66.8873924859577,35.61269935760356,8.769110032022926,26.843589325580634,117798.31421720922,117949.18500000001,118100.0557827908,0.25582335781428733,0.7943412844988826,0.0,8.471851637618538e-07,0.0017306008128954232,0.0005200849237120826
2025-07-21 02:56:00,118038.0,118050.0,118037.9,118050.0,0.02806288,117995.024212202,117964.13999999998,68.16635156275218,38.89938025851734,9.644632746349362,29.254747512167977,117795.95152347785,117951.68000000001,118107.40847652216,0.2640546985378346,0.8156776531683475,0.00010165700933837917,0.0,0.001169798978858229,0.0005226768884698844
2025-07-21 02:57:00,118050.1,118054.8,118050.1,118054.7,0.0226738,118005.87435543799,117986.22999999998,68.67665985895314,41.40604614658514,9.721038907533728,31.685007239051412,117793.79301263101,117955.66,118117.526987369,0.27445395561178526,0.8059302011169847,3.981284574700488e-05,0.00010165700933837917,0.00010250419450206649,4.537311631799291e-05
2025-07-21 02:58:00,118054.5,118054.6,118054.5,118054.6,0.00495964,118014.73356354017,118008.3,68.6514434806232,42.8901171854377,8.96408795710903,33.92602922832867,117793.0687766068,117960.58499999999,118128.10122339318,0.2840206724868166,0.7806146118138761,-8.470653209325221e-07,3.981284574700488e-05,0.0001414698550853095,4.449129605869376e-05
2025-07-21 02:59:00,118054.5,118166.7,118054.5,118166.7,3.28213347,118042.36382471467,118041.58,78.279423662873,52.50652478354459,14.864396444172733,37.64212833937186,117781.08653607966,117971.11499999999,118161.14346392032,0.3221610034292394,1.0146202731028888,0.0009491100795317914,-8.470653209325221e-07,0.00014146997492821338,4.449127643487903e-05
2025-07-21 03:00:00,118180.8,118251.9,118180.8,118241.4,0.30616233,118078.55222022109,118075.72,82.20212663565175,65.40135666489368,22.20738266041746,43.193974004476225,117762.08073354368,117985.38,118208.67926645633,0.37852023099187504,1.0732665495568683,0.0006319580630788365,0.0009491100795317914,0.001089732869296243,0.00041086078102493367
2025-07-21 03:01:00,118241.4,118241.4,118207.4,118224.7,1.06092575,118105.12454381725,118094.4,78.77686820526446,73.42663683787396,24.18613026671818,49.24050657115578,117753.00462369352,117998.81500000002,118244.62537630652,0.41663194042499657,0.9594700260299919,-0.00014124646220118565,0.0006319580630788365,0.0017216909323750794,0.0004240450833898558
2025-07-21 03:02:00,118224.6,118300.0,118224.6,118300.0,0.11709933,118140.55644494138,118120.6,82.34842076451355,84.88431632565334,28.51504780359805,56.36926852205529,117736.86445884319,118015.06500000002,118293.26554115684,0.4714661491002429,1.0121036048584868,0.000636719991983571,-0.00014124646220118565,0.0014787874608355146,0.0004702007042170426
2025-07-21 03:03:00,118300.0,118428.3,118299.9,118428.3,1.3980585,118192.87345495203,118159.63999999998,86.51305983325854,103.12854593773955,37.40742193254739,65.72112400519215,117707.3088510303,118037.725,118368.1411489697,0.5598483857083824,1.0910349739531253,0.0010839431750407436,0.000636719991983571,0.002075694607072081,0.00046471575855277944
2025-07-21 03:04:00,118428.2,118438.4,118428.2,118428.3,0.09493359,118235.67828132438,118198.67,86.51305983325854,116.24720394221367,40.420863949617214,75.82633999259646,117690.45755157265,118060.38500000001,118430.31244842737,0.6266749823446075,0.9972799417346232,0.0,0.0010839431750407436,0.0031604848474337567,0.0004750641431377555
2025-07-21 03:05:00,118428.2,118428.3,118428.2,118428.3,0.84255323,118270.70041199267,118237.7,86.51305983325854,125.20060033955087,39.49940827756353,85.70119206198734,117702.6799769316,118090.11499999999,118477.55002306838,0.6561684236964156,0.9364409253991397,0.0,0.0,0.0022113747679019654,0.0005053788278759255
2025-07-21 03:06:00,118428.3,118492.5,118428.3,118486.3,4.7862652,118309.90033708491,118281.33,88.09850333076629,135.41536275522958,39.77133655459379,95.64402620063579,117717.62646503681,118122.73499999999,118527.84353496316,0.6859112006899871,0.9487254261787706,0.0004896279178972403,0.0,0.001579416704823129,0.0005247342881160061
