time,open,high,low,close,vwap,volume,count,ema_10,sma_10,rsi_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,atr_14,log_return,log_return_1,log_return_5,volatility_5
2025-07-01 20:40:00,105761.5,105767.9,105761.4,105767.9,106426.82793622036,1.24462278,94.0,105645.22001849647,105571.31999999999,53.74826776131574,-53.41149669607694,49.32339266819196,-102.7348893642689,105343.21464126598,105596.60500000001,105849.99535873404,0.47992141174241704,0.8380061515674742,86.0208600218655,6.145720712962201e-05,0.0005428784227559492,0.0030425943742476364,0.0002961839413561163
2025-07-01 20:45:00,105767.9,105862.6,105767.8,105846.3,106426.62398741893,0.4989766,95.0,105681.78001513347,105614.23000000001,57.38583295587873,-32.97690528527892,55.80638726319199,-88.78329254847091,105337.95330310859,105611.955,105885.95669689142,0.5188838647886279,0.9276342129604984,86.64794144887533,0.0007409711029511712,6.145720712962201e-05,0.0019722957605637055,0.0001918928416101989
2025-07-01 20:50:00,105846.2,105904.1,105842.3,105904.0,106426.28648369307,0.91462934,88.0,105722.18364874556,105671.86000000002,59.88629351840293,-11.988243578423862,61.43603917603764,-73.4242827544615,105325.18423041777,105627.15,105929.11576958222,0.571757866386103,0.958412886306672,84.87308848824159,0.0005449815318145344,0.0007409711029511712,0.0022880047739563315,0.00024823311903130645
2025-07-01 20:55:00,105904.1,105955.9,105904.0,105955.9,106424.53356696371,5.30978065,105.0,105764.67753079181,105719.47,62.04367238376692,8.732653697079513,65.7255491612328,-56.9928954641533,105308.68033101373,105642.995,105977.30966898626,0.6329140308569677,0.9679797643172766,82.5178678819382,0.0004899464319410329,0.0005449815318145344,0.0023899211206055643,0.0002509110469048134
2025-07-02 06:00:00,106664.0,106701.9,106664.0,106701.9,105887.49480998659,9.40935263,80.0,106569.96028978133,106582.1,78.04894069624565,146.22016970664845,10.297174978027329,135.92299472862112,106115.85578407848,106435.275,106754.69421592151,0.6002130701903412,0.9173590484072689,46.81138924503135,0.00035525827134140524,0.0005795573956849748,0.001683333058368131,0.0002322163895381843
2025-07-02 06:05:00,106701.8,106794.7,106701.8,106794.7,105889.42694470104,0.73771439,88.0,106610.82205527562,106606.68999999999,81.1942522219372,155.21196838250034,15.431178923103374,139.78078945939697,106121.42813434065,106463.205,106804.98186565936,0.6420563154365949,0.984958218808164,50.10343287038584,0.0008693347420465773,0.00035525827134140524,0.0015194022106909237,0.00021056728487485143
2025-07-02 08:25:00,107599.9,107636.3,107599.9,107636.3,106262.79948647699,0.88722988,81.0,107392.00349900589,107361.97,89.51931493274492,219.82972026179777,36.06566190353905,183.76405835825872,106700.70967825741,107170.03,107639.35032174259,0.8758424752565447,0.9967502773678532,53.23053777639741,0.00033730370150549313,0.0009307303929574277,0.003958568297495818,0.0007464941712306282
2025-07-02 08:30:00,107636.3,107700.0,107636.3,107651.5,106267.89561942588,1.69487566,90.0,107439.18468100482,107414.87,89.7566055117929,227.5302818716591,35.012978810720284,192.51730306093881,106701.5940717881,107204.60500000001,107707.61592821192,0.9384129127884167,0.944219971113353,53.978356506654535,0.00014120632962261192,0.00033730370150549313,0.002318819511239798,0.0003509698158164893
2025-07-02 08:35:00,107651.6,107703.3,107651.5,107700.0,106306.54446527582,13.05353128,73.0,107486.60564809485,107468.04,90.49600612558493,234.83949359595135,33.85775242801003,200.98174116794132,106705.49876882347,107240.76000000001,107776.02123117655,0.9982421444542925,0.928986794906246,53.822759613322276,0.00045042640353092143,0.00014120632962261192,0.0020820254583612135,0.0003801950052604293
2025-07-02 08:40:00,107705.2,107710.6,107705.2,107710.5,106308.00829842416,0.50015112,58.0,107527.3137120776,107521.59,90.65330521670145,238.72745727057918,30.196572882110274,208.5308843884689,106717.31668654003,107276.745,107836.17331345996,1.0429628778538502,0.8876770173798537,50.73541964094253,9.74882840744583e-05,0.00045042640353092143,0.0025268667206020876,0.00030454910786688273
2025-07-02 15:10:00,108292.7,108500.0,108292.7,108402.3,106956.72318908849,11.17593356,1.0,108130.12192018205,108082.16,70.94288144802285,176.46216819276742,43.02195472459482,133.4402134681726,107568.12900996959,107956.035,108343.94099003042,0.7186369711159043,1.0752231358492441,119.11152142107841,0.0010115601130227282,0.00024658441462094294,0.00405279544901174,0.0006788217289986893
2025-07-02 15:15:00,108415.5,108500.0,108415.5,108479.5,106961.20786682308,2.53574371,1.0,108193.64520742166,108137.61000000002,72.72660614606491,194.21950687782373,48.623434727720905,145.59607215010283,107567.35559751978,107995.98000000001,108424.60440248024,0.7937784396793826,1.0640369484356325,117.5821270338583,0.0007119085442900289,0.0010115601130227282,0.0032182043267598775,0.0004098285038728373
2025-07-02 15:20:00,108479.5,108500.0,108479.4,108500.0,106978.18438712817,9.55665373,1.0,108249.34607879954,108204.78,73.19712593159876,207.5539516381541,49.56630359044101,157.9876480477131,107560.36129392937,108031.14499999999,108501.92870607061,0.8715703347782207,0.9979516006546724,110.65483224572598,0.00018895794359365928,0.0007119085442900289,0.0037265316923521252,0.00032831624099106146
2025-07-02 16:00:00,108785.9,108900.0,108779.2,108899.9,107127.72759624413,25.19273669,1.0,108549.00788471985,108527.1,76.78163539085374,242.42041563366365,38.20983252604216,204.2105831076215,107729.53794441061,108304.63,108879.7220555894,1.0619897885979523,1.017543230005075,111.27449252770552,0.001047381229474538,0.0021708341110721137,0.004606778810207635,0.0008944545506105909
2025-07-02 16:05:00,108900.0,109630.0,108900.0,109609.7,107277.8421493699,67.52252768,1.0,108741.86099658896,108640.12,85.33455618112767,312.68171556245943,86.77690596387035,225.90480959858908,107605.17725280591,108388.86500000002,109172.55274719413,1.4460668947757898,1.2789039731519425,155.47631449001267,0.006496762582485638,0.001047381229474538,0.004096537387272942,0.0008305379842547559
2025-07-02 19:00:00,109580.0,109617.6,109579.9,109614.5,107744.65755950041,17.07894825,1.0,109447.62484083485,109423.56999999999,63.280701364810305,110.45534877585305,16.100498796426393,94.35484997942666,108960.8535661388,109311.09,109661.32643386119,0.6408067724165867,0.9331502531804704,105.82780734204796,0.00031570149864568577,0.0006910588492054675,0.001889904738258731,0.0003195985665152829
2025-07-07 18:55:00,107925.0,108000.0,107925.0,108000.0,108337.50822819304,0.81317999,1.0,107864.02909445988,107816.73999999999,51.9913637907405,-79.39814158626541,17.672517751817963,-97.07065933808337,107581.05968077455,107931.13,108281.20031922546,0.6486920302334621,0.5983659513785292,111.37604289636302,0.0007067311571244277,0.000924227763234062,0.003396118475871352,0.00045716971841237673
2025-07-07 19:00:00,108000.0,108152.0,107999.9,108151.9,108336.7202614321,1.92705569,1.0,107916.36925910352,107825.37,57.81967890387039,-51.11686884025403,36.763032398263476,-87.8799012385175,107576.42163346992,107937.775,108299.12836653007,0.6695586721702914,0.7962820051410489,114.28489697519464,0.0014054933128545598,0.0007067311571244277,0.004016388233076049,0.0003195540694389455
2025-07-07 23:20:00,108172.7,108195.4,108172.6,108181.7,108298.00541514374,0.32279787,1.0,108107.79173788079,108089.73999999999,60.57915303703106,26.409543770583696,12.348286538988567,14.061257231595128,107973.87341819234,108087.98500000002,108202.0965818077,0.21114572874622392,0.9106287833163443,48.28486376214897,8.319682895456178e-05,0.00019230360360413906,0.0014478081653340933,0.0002827928217711114
2025-07-07 23:25:00,108181.8,108181.8,108181.7,108181.8,108297.99149341263,0.0805425,1.0,108121.24778553883,108101.97,60.58684485887051,30.91836121439701,13.485683186241502,17.432678028155507,107971.35116877763,108089.475,108207.59883122238,0.2185667591083632,0.8907975175059808,44.84308777913874,9.24370330485179e-07,8.319682895456178e-05,0.0014958257048881005,0.00027262705247611395
2025-07-07 23:30:00,108181.7,108250.0,108181.7,108250.0,108297.95420145174,0.35460955,1.0,108144.65727907722,108118.43000000001,65.52710760394787,39.53902033745544,17.685073847439945,21.853946490015495,107959.39273901308,108094.33,108229.26726098692,0.24966575210173736,1.0768236247773382,46.51858150920047,0.0006302216426356628,9.24370330485179e-07,0.0014458348744743096,0.00028465845622100403
2025-07-07 23:35:00,108250.0,108271.6,108249.9,108271.4,108297.93863600507,0.31134002,1.0,108167.70141015408,108136.90999999999,66.92793380135674,47.54963337874506,20.55654951098365,26.993083867761406,107946.46377824184,108100.25,108254.03622175816,0.2845251916774603,1.0564542715313712,44.745825687115556,0.00019767099297970662,0.0006302216426356628,0.001406068883116993,0.000271615257289902
2025-07-08 03:35:00,107906.0,107906.0,107900.2,107906.0,107924.2417070214,0.99013794,1.0,107839.69853951893,107815.58,52.68988879525535,-32.9388086367544,33.77085011022987,-66.70965874698427,107614.7672025128,107783.76000000001,107952.75279748722,0.31357747676869246,0.8616722186318061,61.386848918752506,9.267329559475235e-07,0.00011955575320692764,0.001507076821088182,0.00020390314458213613
2025-07-08 03:40:00,107906.0,107939.0,107905.9,107938.9,107924.30944575924,0.84882735,1.0,107857.7351686973,107837.43999999999,55.02902826582544,-22.232029513310408,35.582103386939096,-57.814132900249504,107614.08179621074,107794.10500000001,107974.12820378928,0.3340130775969076,0.9021564913639569,59.36635971027059,0.0003048485301695235,9.267329559475235e-07,0.0011878495804490006,0.0002428307256530945
2025-07-08 04:45:00,107990.7,107999.9,107989.2,107999.8,107904.6007565002,0.63832287,1.0,107921.61929383472,107885.33,60.34932365231928,19.022139431996038,22.128078657446252,-3.1059392254502143,107741.09068323123,107885.11000000002,108029.1293167688,0.26698645766553514,0.8981757536876729,45.905457630692,8.333696008249284e-05,5.463577616813957e-05,0.001973410129385994,0.0005609952531658893
