time,open,high,low,close,volume
2025-07-21 02:45:00,117975.1,117975.1,117833.7,117833.7,1.11588344
2025-07-21 02:46:00,117833.9,117833.9,117833.8,117833.9,0.08958058
2025-07-21 02:47:00,117833.9,117833.9,117833.8,117833.8,0.00125456
2025-07-21 02:48:00,117833.9,117833.9,117833.8,117833.9,0.10304879
2025-07-21 02:49:00,117833.9,117833.9,117833.9,117833.9,0.00226471
2025-07-21 02:50:00,117833.9,117900.0,117833.9,117900.0,0.0294953
2025-07-21 02:51:00,117912.6,118037.9,117912.5,118037.9,3.47015711
2025-07-21 02:52:00,118037.9,118038.0,118037.9,118038.0,0.00645093
2025-07-21 02:53:00,118037.9,118038.0,118037.9,118037.9,0.01788793
2025-07-21 02:54:00,118038.0,118038.0,118037.9,118038.0,0.01338097
2025-07-21 02:55:00,118038.0,118038.0,118037.9,118038.0,0.0113988
2025-07-21 02:56:00,118038.0,118050.0,118037.9,118050.0,0.02806288
2025-07-21 02:57:00,118050.1,118054.8,118050.1,118054.7,0.0226738
2025-07-21 02:58:00,118054.5,118054.6,118054.5,118054.6,0.00495964
2025-07-21 02:59:00,118054.5,118166.7,118054.5,118166.7,3.28213347
2025-07-21 03:00:00,118180.8,118251.9,118180.8,118241.4,0.30616233
2025-07-21 03:01:00,118241.4,118241.4,118207.4,118224.7,1.06092575
2025-07-21 03:02:00,118224.6,118300.0,118224.6,118300.0,0.11709933
2025-07-21 03:03:00,118300.0,118428.3,118299.9,118428.3,1.3980585
2025-07-21 03:04:00,118428.2,118438.4,118428.2,118428.3,0.09493359
2025-07-21 03:05:00,118428.2,118428.3,118428.2,118428.3,0.84255323
2025-07-21 03:06:00,118428.3,118492.5,118428.3,118486.3,4.7862652
2025-07-21 03:07:00,118486.2,118491.3,118486.2,118491.1,0.12568451
2025-07-21 03:08:00,118491.2,118491.2,118491.1,118491.2,0.37321213
2025-07-21 03:09:00,118491.1,118493.4,118491.1,118493.4,0.43085805
2025-07-21 03:10:00,118491.1,118491.2,118491.1,118491.2,0.01975031
2025-07-21 03:11:00,118491.2,118500.0,118491.2,118500.0,0.30396141
2025-07-21 03:12:00,118499.9,118499.9,118452.0,118452.0,0.39217341
2025-07-21 03:13:00,118452.0,118460.1,118450.0,118450.0,0.13493735
2025-07-21 03:14:00,118450.1,118475.0,118450.1,118459.5,0.02584056
2025-07-21 03:15:00,118459.6,118489.7,118459.6,118489.7,0.05440252
2025-07-21 03:16:00,118489.7,118489.7,118489.6,118489.7,0.25140841
2025-07-21 03:17:00,118489.6,118489.7,118489.6,118489.6,0.03881357
2025-07-21 03:18:00,118489.7,118536.0,118489.7,118536.0,0.79243934
2025-07-21 03:19:00,118536.0,118536.0,118535.9,118535.9,0.01724983
2025-07-21 03:20:00,118536.0,118550.2,118536.0,118550.1,0.0597552
2025-07-21 03:21:00,118550.2,118550.2,118511.2,118511.3,0.11132013
2025-07-21 03:22:00,118511.3,118511.3,118440.0,118440.0,0.06242391
2025-07-21 03:23:00,118440.1,118440.1,118440.0,118440.1,0.04998953
2025-07-21 03:24:00,118440.0,118440.1,118440.0,118440.0,0.02627339
2025-07-21 03:25:00,118440.0,118440.1,118440.0,118440.0,0.00898
2025-07-21 03:26:00,118440.1,118440.1,118440.0,118440.1,0.02280094
2025-07-21 03:27:00,118440.0,118486.5,118440.0,118486.4,0.01542499
2025-07-21 03:28:00,118486.5,118486.5,118408.7,118413.0,1.02989859
2025-07-21 03:29:00,118412.9,118486.5,118412.9,118486.5,0.14100649
2025-07-21 03:30:00,118486.5,118575.0,118486.4,118575.0,1.4421192
2025-07-21 03:31:00,118574.9,118575.0,118574.9,118574.9,0.03884885
2025-07-21 03:32:00,118575.0,118616.2,118574.9,118614.5,0.26178906
2025-07-21 03:33:00,118614.5,118614.5,118614.4,118614.4,0.67075642
2025-07-21 03:34:00,118614.5,118620.2,118614.4,118620.1,0.03863548
2025-07-21 03:35:00,118620.1,118621.4,118620.1,118621.3,0.0798234
2025-07-21 03:36:00,118621.3,118621.4,118621.3,118621.4,0.41446805
2025-07-21 03:37:00,118621.3,118621.4,118574.9,118575.0,0.06921381
2025-07-21 03:38:00,118575.0,118575.0,118453.3,118453.3,0.77964821
2025-07-21 03:39:00,118452.0,118464.4,118452.0,118452.0,0.16588949
2025-07-21 03:40:00,118452.0,118475.0,118452.0,118475.0,0.06868721
2025-07-21 03:41:00,118475.0,118475.1,118434.1,118434.8,0.63523626
2025-07-21 03:42:00,118434.9,118449.9,118434.9,118449.8,0.15277164
2025-07-21 03:43:00,118449.8,118449.9,118449.8,118449.8,0.24658949
2025-07-21 03:44:00,118449.9,118449.9,118449.8,118449.9,1.00103551
2025-07-21 03:45:00,118449.9,118461.6,118449.9,118461.6,0.02331117
2025-07-21 03:46:00,118461.5,118461.5,118451.5,118451.5,0.66365128
2025-07-21 03:47:00,118451.6,118451.6,118449.8,118449.9,0.14014098
2025-07-21 03:48:00,118449.9,118449.9,118449.8,118449.8,0.2495514
2025-07-21 03:49:00,118449.9,118449.9,118403.6,118403.6,3.98257996
2025-07-21 03:50:00,118403.6,118403.7,118403.6,118403.7,0.20827925
2025-07-21 03:51:00,118403.7,118403.7,118369.0,118369.1,0.01188603
2025-07-21 03:52:00,118369.0,118369.0,118350.4,118350.4,0.35921637
2025-07-21 03:53:00,118350.5,118350.5,118350.4,118350.4,0.00356343
2025-07-21 03:54:00,118350.4,118350.5,118350.4,118350.5,0.02649161
2025-07-21 03:55:00,118350.5,118374.6,118350.4,118374.5,1.00260206
2025-07-21 03:56:00,118374.6,118387.4,118374.5,118387.4,0.00481616
2025-07-21 03:57:00,118387.5,118419.6,118387.4,118412.4,0.07097932
2025-07-21 03:58:00,118412.3,118412.4,118412.3,118412.4,0.00683649
2025-07-21 03:59:00,118412.3,118452.0,118412.3,118451.9,0.11727952
2025-07-21 04:00:00,118451.9,118451.9,118451.8,118451.9,0.213995
2025-07-21 04:01:00,118451.9,118451.9,118451.8,118451.8,0.01739673
2025-07-21 04:02:00,118451.9,118451.9,118420.0,118420.1,2.990764
2025-07-21 04:03:00,118420.1,118431.8,118420.0,118431.8,0.00446274
2025-07-21 04:04:00,118431.8,118449.8,118431.7,118449.8,0.01566213
2025-07-21 04:05:00,118449.8,118451.9,118449.8,118451.8,0.14490228
2025-07-21 04:06:00,118446.8,118446.8,118420.0,118425.1,0.04034913
2025-07-21 04:07:00,118422.6,118425.6,118420.0,118420.0,0.09512924
2025-07-21 04:08:00,118420.0,118420.0,118420.0,118420.0,0.01934334
2025-07-21 04:09:00,118420.0,118420.1,118420.0,118420.0,0.01013475
2025-07-21 04:10:00,118420.1,118420.1,118420.0,118420.1,0.00353108
2025-07-21 04:11:00,118420.1,118420.1,118420.0,118420.0,0.01888111
2025-07-21 04:12:00,118420.0,118420.1,118420.0,118420.1,0.11460391
2025-07-21 04:13:00,118420.0,118420.1,118420.0,118420.0,0.06491177
2025-07-21 04:14:00,118420.1,118420.1,118420.0,118420.0,0.1398006
2025-07-21 04:15:00,118420.1,118420.1,118420.0,118420.0,0.00804973
2025-07-21 04:16:00,118420.1,118420.1,118420.0,118420.0,0.00736907
2025-07-21 04:17:00,118420.0,118420.0,118357.3,118357.4,0.13376685
2025-07-21 04:18:00,118357.3,118368.4,118348.7,118368.3,0.70043815
2025-07-21 04:19:00,118368.3,118368.4,118368.3,118368.3,0.16608805
2025-07-21 04:20:00,118368.3,118368.4,118368.3,118368.4,0.02569567
2025-07-21 04:21:00,118368.4,118400.0,118368.3,118399.9,0.03604529
2025-07-21 04:22:00,118400.0,118437.6,118400.0,118437.6,0.04007119
2025-07-21 04:23:00,118449.8,118535.0,118449.8,118535.0,0.10789521
2025-07-21 04:24:00,118535.0,118605.4,118534.9,118605.3,0.26326124
2025-07-21 04:25:00,118605.4,118605.4,118564.0,118564.0,0.25334758
2025-07-21 04:26:00,118587.6,118587.6,118587.5,118587.6,0.01301031
2025-07-21 04:27:00,118587.6,118587.6,118550.1,118550.1,0.02265168
2025-07-21 04:28:00,118550.0,118550.0,118465.0,118496.8,0.25644942
2025-07-21 04:29:00,118500.0,118509.5,118500.0,118507.6,0.06920083
2025-07-21 04:30:00,118507.6,118507.6,118500.0,118500.0,0.01528134
2025-07-21 04:31:00,118499.9,118500.0,118484.5,118499.9,0.06033002
2025-07-21 04:32:00,118500.0,118549.8,118500.0,118549.8,0.00189003
2025-07-21 04:33:00,118550.0,118550.0,118549.9,118549.9,0.13899144
2025-07-21 04:34:00,118550.0,118550.0,118549.9,118550.0,0.03690954
2025-07-21 04:35:00,118550.0,118550.0,118549.9,118550.0,0.04507429
2025-07-21 04:36:00,118550.0,118550.0,118550.0,118550.0,0.08227228
2025-07-21 04:37:00,118550.0,118550.0,118549.9,118550.0,0.01995722
2025-07-21 04:38:00,118549.9,118550.0,118549.9,118550.0,0.0202855
2025-07-21 04:39:00,118550.0,118550.0,118549.9,118550.0,0.17780943
2025-07-21 04:40:00,118550.0,118550.0,118549.9,118550.0,0.00964814
2025-07-21 04:41:00,118549.9,118594.4,118549.9,118594.4,0.69362158
2025-07-21 04:42:00,118599.9,118599.9,118599.8,118599.9,0.0606901
2025-07-21 04:43:00,118612.5,118618.0,118612.5,118617.9,0.03651143
2025-07-21 04:44:00,118618.0,118618.0,118617.9,118617.9,0.02055878
2025-07-21 04:45:00,118617.9,118618.0,118617.9,118618.0,0.04169661
2025-07-21 04:46:00,118617.9,118618.0,118617.9,118618.0,0.09022451
2025-07-21 04:47:00,118617.9,118617.9,118599.9,118599.9,0.99907322
2025-07-21 04:48:00,118599.9,118599.9,118570.2,118574.2,0.19648281
2025-07-21 04:49:00,118574.2,118574.3,118535.0,118535.0,0.01433369
2025-07-21 04:50:00,118535.0,118535.1,118535.0,118535.0,0.01802564
2025-07-21 04:51:00,118535.0,118535.1,118535.0,118535.1,0.00773235
2025-07-21 04:52:00,118535.0,118535.1,118456.4,118456.4,0.00741565
2025-07-21 04:53:00,118456.5,118482.2,118456.4,118482.2,0.05178901
2025-07-21 04:54:00,118456.5,118456.5,118456.4,118456.4,0.0107545
2025-07-21 04:55:00,118456.4,118456.4,118452.0,118452.1,0.0322514
2025-07-21 04:56:00,118452.1,118452.1,118452.0,118452.0,0.01796861
2025-07-21 04:57:00,118452.0,118452.1,118407.0,118407.0,0.17810689
2025-07-21 04:58:00,118407.0,118407.1,118375.3,118375.3,0.01806071
2025-07-21 04:59:00,118375.3,118375.4,118375.3,118375.4,0.00061659
2025-07-21 05:00:00,118375.4,118375.4,118375.4,118375.4,0.03508109
2025-07-21 05:01:00,118375.3,118375.3,118357.3,118357.3,0.08466792
2025-07-21 05:02:00,118357.4,118357.4,118357.3,118357.3,0.2840434
2025-07-21 05:03:00,118357.3,118357.4,118357.3,118357.4,0.04633897
2025-07-21 05:04:00,118357.3,118357.4,118357.3,118357.4,0.01755669
2025-07-21 05:05:00,118357.4,118357.4,118357.3,118357.4,0.48133565
2025-07-21 05:06:00,118357.4,118357.4,118357.3,118357.3,0.00789408
2025-07-21 05:07:00,118357.3,118357.4,118357.3,118357.4,0.01859705
2025-07-21 05:08:00,118357.4,118357.4,118357.3,118357.3,0.06960216
2025-07-21 05:09:00,118357.4,118357.4,118357.3,118357.4,0.10085615
2025-07-21 05:10:00,118357.4,118357.4,118357.3,118357.4,0.01776902
2025-07-21 05:11:00,118357.4,118357.4,118357.3,118357.4,0.00286048
2025-07-21 05:12:00,118357.4,118357.4,118357.3,118357.3,0.02762968
2025-07-21 05:13:00,118357.4,118357.4,118357.3,118357.3,0.00703172
2025-07-21 05:14:00,118357.4,118357.4,118357.3,118357.3,0.06986153
2025-07-21 05:15:00,118357.4,118416.7,118357.4,118371.5,0.7362839
2025-07-21 05:16:00,118371.6,118371.6,118371.5,118371.5,0.0155372
2025-07-21 05:17:00,118366.5,118366.5,118330.0,118330.0,0.00950118
2025-07-21 05:18:00,118330.1,118330.1,118330.0,118330.0,0.01490282
2025-07-21 05:19:00,118330.1,118330.1,118330.0,118330.1,0.0583142
2025-07-21 05:20:00,118345.9,118345.9,118342.2,118342.3,0.020254
2025-07-21 05:21:00,118342.3,118342.3,118335.9,118335.9,0.06683316
2025-07-21 05:22:00,118336.0,118336.0,118335.9,118335.9,0.00254876
2025-07-21 05:23:00,118335.9,118335.9,118250.1,118250.1,0.40897558
2025-07-21 05:24:00,118250.1,118250.1,118237.5,118237.6,0.04763293
2025-07-21 05:25:00,118237.6,118237.6,118234.9,118235.0,0.01665311
2025-07-21 05:26:00,118234.9,118235.0,118234.9,118235.0,0.0086301
2025-07-21 05:27:00,118234.9,118234.9,118226.6,118226.6,0.01111293
2025-07-21 05:28:00,118226.7,118226.7,118226.6,118226.7,0.00904334
2025-07-21 05:29:00,118226.6,118226.7,118226.6,118226.6,0.04165002
2025-07-21 05:30:00,118226.7,118226.7,118226.7,118226.7,0.00609294
2025-07-21 05:31:00,118226.6,118226.7,118226.6,118226.7,0.00099365
2025-07-21 05:32:00,118226.6,118317.3,118226.6,118317.2,0.12008995
2025-07-21 05:33:00,118317.2,118317.3,118317.2,118317.2,0.10118164
2025-07-21 05:34:00,118317.3,118317.3,118317.2,118317.2,0.02318616
2025-07-21 05:35:00,118317.2,118317.2,118283.7,118285.4,0.0896563
2025-07-21 05:36:00,118285.4,118324.1,118285.4,118324.0,0.0878049
2025-07-21 05:37:00,118324.8,118344.9,118324.8,118344.8,0.06168617
2025-07-21 05:38:00,118344.9,118349.9,118344.6,118349.9,0.00280056
2025-07-21 05:39:00,118349.9,118361.8,118349.9,118361.8,0.00119038
2025-07-21 05:40:00,118361.7,118361.8,118361.7,118361.8,0.02786461
2025-07-21 05:41:00,118361.7,118361.8,118361.7,118361.7,0.00583612
2025-07-21 05:42:00,118361.7,118361.8,118361.7,118361.8,0.03272541
2025-07-21 05:43:00,118362.2,118362.3,118362.2,118362.3,0.02211031
2025-07-21 05:44:00,118362.3,118362.3,118362.2,118362.3,0.00461949
2025-07-21 05:45:00,118362.3,118362.3,118362.2,118362.3,0.03821841
2025-07-21 05:46:00,118362.3,118362.3,118362.2,118362.3,0.01234736
2025-07-21 05:47:00,118362.3,118362.3,118362.2,118362.2,0.0232456
2025-07-21 05:48:00,118362.2,118362.3,118360.7,118360.8,0.27370461
2025-07-21 05:49:00,118360.8,118360.8,118360.1,118360.1,0.14092752
2025-07-21 05:50:00,118360.0,118360.1,118360.0,118360.0,0.0214528
2025-07-21 05:51:00,118360.0,118368.9,118360.0,118368.9,1.03995054
2025-07-21 05:52:00,118368.9,118370.0,118368.9,118370.0,0.03680969
2025-07-21 05:53:00,118370.0,118370.0,118369.9,118369.9,0.00769628
2025-07-21 05:54:00,118369.9,118370.0,118369.9,118370.0,0.03023954
2025-07-21 05:55:00,118370.0,118370.0,118369.9,118370.0,0.00198315
2025-07-21 05:56:00,118370.0,118400.0,118369.9,118399.9,0.27126505
2025-07-21 05:57:00,118400.0,118437.1,118400.0,118437.1,1.04013998
2025-07-21 05:58:00,118437.1,118450.0,118432.1,118432.1,0.69981855
2025-07-21 05:59:00,118432.1,118450.0,118432.1,118450.0,0.44960039
2025-07-21 06:00:00,118452.0,118475.1,118451.9,118452.0,1.02994957
2025-07-21 06:01:00,118452.0,118452.0,118451.9,118451.9,0.21900709
2025-07-21 06:02:00,118452.0,118452.0,118451.9,118452.0,0.00891425
2025-07-21 06:03:00,118451.9,118451.9,118400.1,118400.1,0.07938661
2025-07-21 06:04:00,118400.0,118400.0,118370.1,118370.1,0.00470468
2025-07-21 06:05:00,118370.2,118370.2,118369.1,118369.1,0.04557614
2025-07-21 06:06:00,118369.1,118369.2,118369.1,118369.2,0.01094771
2025-07-21 06:07:00,118369.2,118369.2,118369.0,118369.0,0.04656626
2025-07-21 06:08:00,118369.0,118369.1,118369.0,118369.1,0.00900504
2025-07-21 06:09:00,118369.1,118369.1,118369.0,118369.0,0.51030447
2025-07-21 06:10:00,118369.0,118369.1,118369.0,118369.0,0.02521124
2025-07-21 06:11:00,118369.0,118369.1,118334.1,118334.1,0.32745423
2025-07-21 06:12:00,118344.9,118344.9,118344.8,118344.8,0.01430368
2025-07-21 06:13:00,118344.9,118344.9,118344.8,118344.8,0.00573471
2025-07-21 06:14:00,118344.8,118345.0,118344.8,118345.0,0.13762309
2025-07-21 06:15:00,118345.0,118406.2,118345.0,118392.2,1.00625311
2025-07-21 06:16:00,118392.3,118392.3,118392.2,118392.2,0.08647095
2025-07-21 06:17:00,118392.3,118392.3,118392.2,118392.3,0.03830911
2025-07-21 06:18:00,118392.3,118512.5,118392.2,118512.5,1.21786666
2025-07-21 06:19:00,118520.3,118535.0,118520.3,118535.0,0.01233266
2025-07-21 06:20:00,118535.0,118570.0,118535.0,118570.0,2.15718988
2025-07-21 06:21:00,118569.9,118577.9,118569.9,118577.9,0.03749251
2025-07-21 06:22:00,118577.9,118577.9,118577.8,118577.9,0.06057226
2025-07-21 06:23:00,118587.4,118778.0,118587.4,118778.0,7.36249796
2025-07-21 06:24:00,118777.9,118800.0,118777.9,118799.9,0.68432835
2025-07-21 06:25:00,118799.9,118800.0,118799.9,118800.0,5.17974663
2025-07-21 06:26:00,118800.0,118800.0,118799.9,118800.0,0.1229996
2025-07-21 06:27:00,118800.0,118827.5,118799.9,118827.5,3.79229074
2025-07-21 06:28:00,118827.5,118830.0,118827.4,118830.0,0.2153584
2025-07-21 06:29:00,118830.0,118880.1,118830.0,118880.0,0.28192323
2025-07-21 06:30:00,118880.0,119081.8,118880.0,119050.1,39.81328313
2025-07-21 06:31:00,119050.0,119062.5,119050.0,119062.5,0.106695
2025-07-21 06:32:00,119075.0,119083.8,119065.8,119083.8,0.63189327
2025-07-21 06:33:00,119085.2,119149.2,119085.2,119149.2,5.52108804
2025-07-21 06:34:00,119149.2,119187.5,119149.1,119187.4,0.38093585
2025-07-21 06:35:00,119187.5,119200.0,119187.5,119199.9,0.34677661
2025-07-21 06:36:00,119199.9,119200.0,119199.9,119200.0,0.03237982
2025-07-21 06:37:00,119200.0,119200.0,119174.5,119174.6,0.20303951
2025-07-21 06:38:00,119174.5,119174.6,119137.6,119137.6,0.26393748
2025-07-21 06:39:00,119137.5,119137.6,119128.0,119128.0,0.01901597
2025-07-21 06:40:00,119128.1,119158.6,119128.0,119158.6,0.384332
2025-07-21 06:41:00,119158.5,119158.6,119140.0,119140.0,0.01723063
2025-07-21 06:42:00,119140.1,119147.2,119140.0,119147.2,1.77564157
2025-07-21 06:43:00,119147.1,119147.1,119113.6,119113.6,0.07339549
2025-07-21 06:44:00,119113.5,119113.5,119034.0,119034.1,2.10298206
2025-07-21 06:45:00,119034.1,119034.1,118982.8,118982.8,0.10160505
2025-07-21 06:46:00,118975.1,118999.9,118975.1,118999.9,0.05789104
2025-07-21 06:47:00,118975.1,118975.2,118975.1,118975.2,0.01266834
2025-07-21 06:48:00,118975.2,118975.2,118975.1,118975.2,0.02370817
2025-07-21 06:49:00,118975.2,119000.0,118975.1,119000.0,0.03903081
2025-07-21 06:50:00,119000.0,119095.6,119000.0,119093.8,0.20118168
2025-07-21 06:51:00,119093.8,119093.8,119078.3,119078.4,0.04164499
2025-07-21 06:52:00,119078.3,119078.4,119078.3,119078.4,2.04333757
2025-07-21 06:53:00,119078.3,119091.0,119078.3,119091.0,0.17163468
2025-07-21 06:54:00,119090.9,119137.5,119090.9,119137.5,0.25982584
2025-07-21 06:55:00,119137.5,119150.0,119137.5,119149.9,0.13560737
2025-07-21 06:56:00,119150.0,119200.0,119149.9,119199.9,0.42558169
2025-07-21 06:57:00,119199.9,119200.0,119199.9,119200.0,0.11350414
2025-07-21 06:58:00,119200.0,119200.0,119199.9,119200.0,1.01714812
2025-07-21 06:59:00,119200.0,119200.0,119199.1,119199.9,0.13630436
2025-07-21 07:00:00,119200.0,119205.7,119199.9,119205.7,0.40345261
2025-07-21 07:01:00,119205.7,119230.6,119205.7,119230.6,0.21473932
2025-07-21 07:02:00,119230.5,119230.6,119230.5,119230.5,0.5018971
2025-07-21 07:03:00,119230.6,119230.6,119230.5,119230.5,0.06993554
2025-07-21 07:04:00,119230.6,119300.0,119230.5,119299.9,0.53536995
2025-07-21 07:05:00,119299.9,119357.4,119299.9,119357.3,3.29595664
2025-07-21 07:06:00,119357.3,119363.8,119357.3,119363.7,0.1543623
2025-07-21 07:07:00,119363.7,119367.0,119363.7,119367.0,0.08207479
2025-07-21 07:08:00,119367.0,119367.0,119366.9,119366.9,0.04064273
2025-07-21 07:09:00,119367.0,119367.0,119366.9,119366.9,1.0984082
2025-07-21 07:10:00,119366.9,119369.9,119366.9,119369.9,0.06564262
2025-07-21 07:11:00,119370.0,119370.0,119363.7,119364.0,0.16650735
2025-07-21 07:12:00,119364.0,119364.0,119363.9,119363.9,0.5481015
2025-07-21 07:13:00,119364.0,119368.7,119364.0,119368.7,0.80558013
2025-07-21 07:14:00,119368.7,119368.7,119368.6,119368.7,0.55181139
2025-07-21 07:15:00,119368.6,119368.7,119368.6,119368.6,0.74485064
2025-07-21 07:16:00,119368.6,119368.7,119368.6,119368.7,0.0799258
2025-07-21 07:17:00,119368.6,119368.7,119368.6,119368.7,0.07194955
2025-07-21 07:18:00,119368.7,119368.7,119368.6,119368.6,0.00456625
2025-07-21 07:19:00,119368.7,119385.9,119368.6,119385.9,0.2428016
2025-07-21 07:20:00,119385.9,119435.9,119385.9,119435.9,0.67524026
2025-07-21 07:21:00,119435.9,119498.9,119435.9,119496.6,0.30336535
2025-07-21 07:22:00,119496.5,119496.6,119496.5,119496.5,0.11538133
2025-07-21 07:23:00,119496.5,119496.6,119496.5,119496.5,0.95577761
2025-07-21 07:24:00,119496.6,119496.6,119496.5,119496.5,0.029544
2025-07-21 07:25:00,119496.6,119507.1,119496.5,119501.2,4.23980196
2025-07-21 07:26:00,119507.1,119509.5,119507.1,119509.5,0.01504033
