entry_time,exit_time,entry_price,exit_price,position_size,predicted_exp_r,edge,volatility,net_pnl,pnl_per_unit,stop_hit,take_profit_hit,hold_time_mins,atr,stop_dist,tp_dist,bar_high,bar_low,bar_close,signal,entry_bar,exit_bar,bars_held,future_price,real_horizon_ret,decile
2025-08-11 07:45:00,2025-08-11T08:05:00,121739.54722,121308.70918767418,-0.01570222,-0.0026409244965179,-1.911963856452409e-05,0.000833453200452,-0.8676808175123272,-55.25848048953124,False,True,20.0,107.70925808145432,215.41851616290865,430.8370323258173,121792.9,121644.2,121644.2,-1,300,304,4,121284.5,0.0037378750816089417,4
2025-08-11 08:10:00,2025-08-11T08:25:00,121374.89999999998,121644.0,-0.01300173,-0.0037587122762488,-1.578202770486895e-05,-0.0032062047946886,-9.818097788394264,-755.1378000000204,True,False,15.0,129.63589958952738,259.2717991790548,518.5435983581095,121590.0,121374.9,121590.0,-1,305,308,3,121075.0,0.002470856824598658,2
2025-08-11 08:30:00,2025-08-11T09:35:00,121619.6712,121183.21070102286,-0.01134242,-0.0035863008160959,-1.3812115761125431e-05,0.0022278339176178,-0.557426234655229,-49.14526482489883,False,True,65.0,109.11487474428606,218.2297494885721,436.4594989771442,121644.0,121592.3,121592.4,-1,309,322,13,121101.7,0.0042589426109219735,3
2025-08-11 09:40:00,2025-08-11T09:50:00,121127.2,121400.0,-0.01620421,-0.0040784780152534,-1.964981814163902e-05,-0.0042468220765693,-12.280431847024047,-757.8544000000029,True,False,10.0,94.52230517258243,189.0446103451649,378.0892206903298,121360.0,121127.2,121360.0,-1,323,325,2,120318.7,0.006674801365836905,1
2025-08-11 09:55:00,2025-08-11T10:55:00,121330.72900000002,120997.9605007811,-0.01801293,-0.0038684386767272,-2.191112981795472e-05,0.0018798404653616,-2.735963759303467,-151.88887978265984,False,True,60.0,83.19187480472497,166.38374960944995,332.7674992188999,121355.0,121326.2,121331.2,-1,326,338,12,120176.1,0.009516377339165374,2
2025-08-11 11:00:00,2025-08-11T11:15:00,121077.57964,120690.00436876852,-0.01843711,-0.0046133301962981,-2.2386433902779685e-05,-0.0020872646368093,-1.769223172633068,-95.95989678605096,False,True,15.0,96.893567807869,193.787135615738,387.574271231476,121142.5,120978.9,120978.9,-1,339,342,3,119451.2,0.013432541721066065,0
2025-08-11 11:20:00,2025-08-11T12:10:00,120727.54966,120293.04350692204,-0.01652532,-0.0043882042357836,-2.001069008746533e-05,-0.0028901328387627,-0.7855316357643023,-47.53503325589473,False,True,50.0,108.626288269485,217.25257653897,434.50515307794,120760.9,120662.5,120665.6,-1,343,353,10,120143.8,0.004835264706721799,0
2025-08-12 22:40:00,2025-08-12T22:55:00,119870.7,120072.50311720929,-0.01166117,-0.002214421928511,-1.4018736969196046e-05,9.010512264310787e-05,-7.949297420096057,-681.6895234437073,True,False,15.0,88.89620926279486,177.7924185255897,355.5848370511794,119907.9,119870.7,119870.7,-1,767,770,3,119513.7,0.002978209020219286,4
2025-08-12 23:00:00,2025-08-12T23:50:00,120046.4859,120247.8,-0.01146063,-0.0021295178263244,-1.3811599924488934e-05,0.0016651261191215,-7.815034217511271,-681.9026718000033,True,False,50.0,95.6624331724983,191.3248663449966,382.6497326899932,120070.5,119916.1,119930.3,-1,771,781,10,119443.2,0.00502543573414174,4
2025-08-13 00:50:00,2025-08-13T01:05:00,119858.42352,119567.8578199612,-0.01073278,-0.0017036145552992,-1.2924324276312867e-05,-2.502389782242041e-05,-2.020841473617366,-188.28686264112056,False,True,15.0,72.641175009698,145.282350019396,290.564700038792,119882.4,119769.9,119769.9,-1,793,796,3,119436.1,0.0035235197293373415,4
2025-08-14 02:10:00,2025-08-14T03:05:00,123580.279,123862.6,-0.0102061,-0.0027097502115793,-1.2674312022389167e-05,0.0011201400863552,-7.932249892823761,-777.2067579999963,True,False,55.0,139.99308522312418,279.9861704462484,559.9723408924967,123605.0,123500.0,123500.1,-1,1097,1108,11,123250.0,0.0026725866187759214,3
2025-08-14 03:10:00,2025-08-14T04:10:00,123736.7477,123292.50743861822,-0.01650204,-0.0028550946946779,-2.053517093095183e-05,0.0012669390396829,-0.8221027360027273,-49.81824889545337,False,True,60.0,111.059815345446,222.119630690892,444.2392613817841,123768.2,123707.8,123762.6,-1,1109,1121,12,122699.9,0.008379464623669052,3
2025-08-14 04:15:00,2025-08-14T04:25:00,123178.55936,123378.9,-0.02124149,-0.0037876887900893,-2.631586278817085e-05,-0.0045119002986387,-14.730029315995186,-693.455558719995,True,False,10.0,98.16146614140816,196.3229322828163,392.6458645656326,123387.5,123168.1,123387.4,-1,1122,1124,2,121837.4,0.010887928605175116,2
2025-08-14 04:30:00,2025-08-14T05:10:00,123331.12884000002,122985.86334858212,-0.02018975,-0.003774598495147,-2.508100593904968e-05,0.0012386041920989,-2.975333030724302,-147.3684929592641,False,True,40.0,86.31612285447316,172.63224570894633,345.26449141789266,123355.8,123310.9,123313.0,-1,1125,1133,8,121837.5,0.01211072057840105,2
2025-08-14 05:15:00,2025-08-14T05:45:00,122930.1,122600.60325301925,-0.01435116,-0.0041150208212457,-1.7771746892484878e-05,-0.0034501823181399,-2.3186402791928,-161.56465952527878,False,True,30.0,82.3739367451907,164.7478734903814,329.4957469807628,123011.8,122930.1,122989.6,-1,1134,1140,6,121962.6,0.007870326307389321,1
2025-08-14 05:50:00,2025-08-14T06:00:00,122418.41142000002,121925.98129140136,-0.01021775,-0.0037173625968534,-1.2605929378579695e-05,-0.0039640381289545,0.0382281092351011,3.7413431758558495,False,True,10.0,123.10728214966385,246.2145642993277,492.4291285986554,122442.9,122116.4,122224.9,-1,1141,1143,2,121887.5,0.004336859250513696,3
2025-08-14 08:00:00,2025-08-14T10:30:00,121838.1275,121581.51144,-0.01089324,-0.0044506801568786,-1.337554205809862e-05,0.0004482467885909,-2.50787676593897,-230.2232178799852,False,False,150.0,122.64578645297506,245.2915729059501,490.5831458119002,121862.5,121700.2,121700.2,-1,1167,1197,30,121557.1,0.002306564502971342,0
