q,coverage,mean_ret_29bar,n
0.7,0.6276785714285714,-0.0002830604602684,694
0.74,0.575,-0.0002849535115659,635
0.78,0.5133928571428571,-0.0001695669707638,571
0.82,0.4580357142857142,-6.0319723235537725e-05,509
0.86,0.3625,-0.0003861236603802,403
0.9,0.2758928571428571,-0.0005062214239612,306
0.94,0.2232142857142857,-0.0007835689664435,247
0.98,0.125,-0.00187876391943,139
